JudgeName,JudgeID,County,Plea,Trial,Days,PleaDays,TrialDays,MuT
BROWN,Judge 7,Orangeburg,226,3,54.0,16.230184663775145,37.76981533622485,0.07942850589271254
BUCKNER,Judge 8,Aiken,36,1,4.0,2.5853391499818814,1.4146608500181186,0.7068832080757677
BUCKNER,Judge 8,Beaufort,9,3,20.0,0.6463347874954704,19.35366521250453,0.15500939832635321
BUCKNER,Judge 8,Dorchester,39,1,19.0,2.8007840791470384,16.19921592085296,0.061731382857408416
BURCH,Judge 9,Florence,270,1,70.5,19.390043624864113,51.10995637513589,0.019565659431603093
BURCH,Judge 9,Marion,13,1,19.0,0.9335946930490128,18.066405306950987,0.05535135424063876
BURCH,Judge 9,Sumter,7,1,2.5,0.5027048347186992,1.997295165281301,0.5006771244345144
CLARY,Judge 10,Cherokee,37,1,19.0,2.657154126370267,16.342845873629734,0.06118885338162347
CLARY,Judge 10,Greenwood,27,2,20.0,1.939004362486411,18.06099563751359,0.11073586640184443
CLARY,Judge 10,Laurens,140,2,34.0,10.054096694373984,23.945903305626018,0.08352159342137266
CLARY,Judge 10,Newberry,69,1,19.0,4.955233370798606,14.044766629201394,0.07120089827059387
CLARY,Judge 10,Spartanburg,117,3,31.5,8.402352237441114,23.097647762558886,0.12988335569230464
CLARY,Judge 10,York,1,1,4.0,0.07181497638838559,3.9281850236116145,0.2545704934948786
COLE,Judge 11,Cherokee,56,4,33.0,4.021638677749594,28.978361322250407,0.13803403013436397
COLE,Judge 11,Spartanburg,185,9,132.0,13.285770631851335,118.71422936814866,0.07581231035152323
COOPER GT,Judge 12,Greenville,51,1,31.5,3.6625637958076656,27.837436204192336,0.03592284837816348
COOPER TW,Judge 13,Aiken,0,1,12.5,0.0,12.5,0.08
COOPER TW,Judge 13,Lee,28,3,13.0,2.010819338874797,10.989180661125204,0.2729957849007484
COOPER TW,Judge 13,Orangeburg,0,1,13.0,0.0,13.0,0.07692307692307693
COOPER TW,Judge 13,Richland,68,5,42.0,4.883418394410221,37.11658160558978,0.13471068141811307
COOPER TW,Judge 13,Sumter,90,1,30.0,6.463347874954704,23.536652125045297,0.04248692612216936
COTTINGHAM,Judge 14,Georgetown,50,1,15.0,3.59074881941928,11.40925118058072,0.08764817113519811
DENNIS,Judge 15,Charleston,5,1,11.666666666666666,0.359074881941928,11.307591784724739,0.08843616032822174
DENNIS,Judge 15,Kershaw,34,1,11.0,2.4417091972051104,8.55829080279489,0.11684576079997527
DENNIS,Judge 15,Lexington,4,1,2.5,0.28725990555354236,2.2127400944464575,0.451928359100919
DENNIS,Judge 15,Orangeburg,4,1,26.5,0.28725990555354236,26.212740094446456,0.038149388289699035
DENNIS,Judge 15,Sumter,3,1,16.0,0.21544492916515678,15.784555070834843,0.06335306858586734
FEW,Judge 16,Aiken,13,1,4.0,0.9335946930490128,3.0664053069509873,0.3261147499755432
FEW,Judge 16,Cherokee,1,1,5.0,0.07181497638838559,4.928185023611614,0.20291445942245717
FLOYD H,Judge 17,Greenville,145,1,36.0,10.41317157631591,25.58682842368409,0.03908260857662078
FLOYD H,Judge 17,Pickens,110,2,69.0,7.899647402722415,61.100352597277585,0.03273303532603694
FLOYD S,Judge 18,Chesterfield,21,3,19.0,1.5081145041560975,17.491885495843903,0.17150809732391653
FLOYD S,Judge 18,Georgetown,46,2,20.0,3.3034889138657375,16.69651108613426,0.11978550426986596
FLOYD S,Judge 18,Horry,111,6,54.0,7.971462379110801,46.028537620889196,0.13035391324874532
GOODE,Judge 19,Clarendon,28,1,15.0,2.010819338874797,12.989180661125204,0.07698715000499298
GOODE,Judge 19,Lancaster,31,1,14.0,2.2262642680399534,11.773735731960047,0.08493480937282119
GOODE,Judge 19,Sumter,41,1,24.0,2.9444140319238095,21.05558596807619,0.047493335094837455
GREGORY,Judge 21,Beaufort,39,1,50.0,2.8007840791470384,47.199215920852964,0.02118679262970961
GREGORY,Judge 21,Charleston,54,2,39.0,3.878008724972822,35.12199127502718,0.05694437950111507
GREGORY,Judge 21,Dorchester,37,2,10.0,2.657154126370267,7.342845873629733,0.2723739588737078
HALL,Judge 22,Anderson,45,1,36.0,3.231673937477352,32.76832606252265,0.030517274458633597
HALL,Judge 22,Greenville,314,2,78.0,22.549902585953078,55.45009741404692,0.03606846684264524
HALL,Judge 22,Lexington,28,1,15.0,2.010819338874797,12.989180661125204,0.07698715000499298
HARWELL,Judge 23,Florence,64,3,70.0,4.596158488856678,65.40384151114333,0.045868865355391523
HAYES,Judge 24,Cherokee,46,2,23.0,3.3034889138657375,19.69651108613426,0.10154082574593318
HAYES,Judge 24,Spartanburg,52,2,35.0,3.734378772196051,31.265621227803948,0.06396802370974278
HAYES,Judge 24,Union,41,1,10.0,2.9444140319238095,7.0555859680761905,0.14173167253926391
HAYES,Judge 24,York,211,12,68.5,15.152960017949361,53.34703998205064,0.22494218993289167
HUGHSTON,Judge 25,Charleston,222,1,97.0,15.942924758221602,81.05707524177839,0.012336985969666231
HUGHSTON,Judge 25,Lexington,23,1,5.0,1.6517444569328688,3.3482555430671312,0.2986629864827944
JOHNSON,Judge 26,Anderson,264,4,74.0,18.9591537665338,55.0408462334662,0.07267330126127132
JOHNSON,Judge 26,Greenwood,34,1,14.0,2.4417091972051104,11.55829080279489,0.0865179823783454
KEESLEY,Judge 27,Aiken,59,2,18.0,4.237083606914751,13.762916393085249,0.14531803746223715
KEESLEY,Judge 27,Lexington,101,1,62.0,7.253312615226945,54.746687384773054,0.01826594535248784
KINARD,Judge 28,Richland,106,1,28.0,7.612387497168873,20.387612502831125,0.04904939211794098
KING,Judge 29,Sumter,18,2,37.0,1.2926695749909407,35.70733042500906,0.056010908017901546
KING,Judge 29,Union,48,1,19.0,3.4471188666425086,15.552881133357491,0.06429676864534258
KING,Judge 29,York,159,3,70.0,11.41858124575331,58.58141875424669,0.05121077747511063
KITTREDGE,Judge 30,Anderson,78,6,57.0,5.601568158294077,51.39843184170592,0.11673507897047271
KITTREDGE,Judge 30,Greenville,14,5,60.0,1.0054096694373984,58.9945903305626,0.08475353370510162
LEE,Judge 31,Richland,127,2,142.0,9.12050200132497,132.87949799867502,0.015051230852933705
LOCKEMY,Judge 32,Charleston,125,1,45.0,8.9768720485482,36.0231279514518,0.027759943593673914
LOCKEMY,Judge 32,Chesterfield,40,1,15.0,2.872599055535424,12.127400944464576,0.08245789881767202
LOCKEMY,Judge 32,Darlington,25,1,19.0,1.79537440970964,17.20462559029036,0.058123903641609166
MACAULAY,Judge 33,Anderson,42,2,29.0,3.016229008312195,25.983770991687805,0.07697112172978275
MACAULAY,Judge 33,Darlington,7,1,5.0,0.5027048347186992,4.497295165281301,0.22235587464214196
MACAULAY,Judge 33,Richland,369,1,79.0,26.499726287314285,52.50027371268571,0.019047519741946958
MANNING,Judge 34,Florence,137,2,64.0,9.838651765208827,54.16134823479118,0.03692670262435004
MARTIN,Judge 35,Colleton,16,1,10.0,1.1490396222141694,8.85096037778583,0.11298208977522975
MCKELLAR,Judge 36,Lee,15,1,15.0,1.077224645825784,13.922775354174217,0.07182476011869199
MCKELLAR,Judge 36,Sumter,33,1,43.0,2.369894220816725,40.630105779183275,0.024612291324930473
MILLING,Judge 37,Clarendon,21,2,10.0,1.5081145041560975,8.491885495843903,0.2355189552401336
MILLING,Judge 37,Horry,19,2,69.0,1.3644845513793262,67.63551544862068,0.02957026329634909
NEWMAN,Judge 38,Berkeley,42,3,43.0,3.016229008312195,39.983770991687805,0.07503044174156728
NEWMAN,Judge 38,Charleston,151,1,50.0,10.844061434646225,39.15593856535378,0.0255389102302052
NEWMAN,Judge 38,Sumter,5,1,4.0,0.359074881941928,3.640925118058072,0.27465547012770236
NICHOLSON,Judge 39,Anderson,223,2,73.5,16.01473973460999,57.48526026539001,0.03479152726745389
NICHOLSON,Judge 39,Lexington,116,2,49.0,8.33053726105273,40.669462738947274,0.04917694666481768
NICHOLSON,Judge 39,Oconee,7,1,11.0,0.5027048347186992,10.497295165281301,0.09526263520791478
NICHOLSON,Judge 39,Saluda,40,1,15.0,2.872599055535424,12.127400944464576,0.08245789881767202
PATTERSON,Judge 40,Greenville,112,5,133.0,8.043277355499187,124.95672264450081,0.04001385355011985
PIEPER,Judge 41,Berkeley,8,1,20.0,0.5745198111070847,19.425480188892916,0.05147877891697005
PIEPER,Judge 41,Charleston,87,1,150.5,6.247902945789547,144.25209705421045,0.006932308232747538
PYLE,Judge 42,Greenville,186,1,48.0,13.35758560823972,34.64241439176028,0.028866348306192266
PYLE,Judge 42,Oconee,35,1,5.0,2.513524173593496,2.486475826406504,0.40217563725331545
PYLE,Judge 42,Pickens,59,1,15.0,4.237083606914751,10.762916393085249,0.09291162018525581
RAWL,Judge 43,Colleton,14,1,20.5,1.0054096694373984,19.494590330562602,0.05129628184246848
SAUNDERS,Judge 44,Greenwood,111,2,29.0,7.971462379110801,21.0285376208892,0.09510884855888659
SHORT,Judge 45,Fairfield,24,2,20.0,1.7235594333212543,18.276440566678744,0.10943049838962417
SHORT,Judge 45,York,27,1,48.0,1.939004362486411,46.06099563751359,0.021710342691454266
THOMAS,Judge 47,Berkeley,127,1,30.0,9.12050200132497,20.879497998675028,0.047893871780991
THOMAS,Judge 47,Georgetown,68,3,30.0,4.883418394410221,25.11658160558978,0.1194430057047389
THOMAS,Judge 47,Horry,87,1,65.0,6.247902945789547,58.75209705421045,0.017020669050796636
WATSON,Judge 48,Abbeville,62,2,25.0,4.452528536079907,20.547471463920093,0.09733557744620104
WATSON,Judge 48,Greenville,78,1,29.0,5.601568158294077,23.39843184170592,0.04273790682919085
WESTBROOK,Judge 49,Lexington,113,1,49.0,8.115092331887572,40.884907668112426,0.02445890322457387
WESTBROOK,Judge 49,Richland,151,6,104.0,10.844061434646225,93.15593856535378,0.06440813213202383
WILLIAMS,Judge 50,Clarendon,55,1,20.0,3.9498237013612076,16.050176298638792,0.062304611575189336
WILLIAMS,Judge 50,Richland,195,8,65.0,14.003920395735191,50.99607960426481,0.15687480414339458
WILLIAMS,Judge 50,Sumter,156,1,42.5,11.203136316588154,31.296863683411846,0.03195208344566571
