MuP,NLL,MuT,OptMuP,BFMuP
12.894472361809045,1493.6239570936289,0.08,15.0,13.195979899497488
12.919597989949748,1493.4244395005453,0.08,15.0,13.195979899497488
12.944723618090453,1493.242705970596,0.08,15.0,13.195979899497488
12.969849246231156,1493.0786871295315,0.08,15.0,13.195979899497488
12.99497487437186,1492.9323140003146,0.08,15.0,13.195979899497488
13.020100502512562,1492.8035179999856,0.08,15.0,13.195979899497488
13.045226130653266,1492.6922309365555,0.08,15.0,13.195979899497488
13.07035175879397,1492.5983850058965,0.08,15.0,13.195979899497488
13.095477386934673,1492.5219127886946,0.08,15.0,13.195979899497488
13.120603015075378,1492.4627472474037,0.08,15.0,13.195979899497488
13.145728643216081,1492.4208217232283,0.08,15.0,13.195979899497488
13.170854271356784,1492.3960699331876,0.08,15.0,13.195979899497488
13.195979899497488,1492.3884259671083,0.08,15.0,13.195979899497488
13.22110552763819,1492.3978242847666,0.08,15.0,13.195979899497488
13.246231155778894,1492.4241997129147,0.08,15.0,13.195979899497488
13.271356783919598,1492.4674874424622,0.08,15.0,13.195979899497488
13.296482412060302,1492.5276230256193,0.08,15.0,13.195979899497488
13.321608040201006,1492.6045423730573,0.08,15.0,13.195979899497488
13.34673366834171,1492.6981817511523,0.08,15.0,13.195979899497488
13.371859296482413,1492.8084777791582,0.08,15.0,13.195979899497488
13.396984924623116,1492.935367426508,0.08,15.0,13.195979899497488
13.422110552763819,1493.0787880100872,0.08,15.0,13.195979899497488
13.447236180904522,1493.238677191501,0.08,15.0,13.195979899497488
13.472361809045227,1493.414972974453,0.08,15.0,13.195979899497488
13.49748743718593,1493.6076137020561,0.08,15.0,13.195979899497488
13.522613065326635,1493.8165380542177,0.08,15.0,13.195979899497488
13.547738693467338,1494.0416850450276,0.08,15.0,13.195979899497488
13.57286432160804,1494.2829940202062,0.08,15.0,13.195979899497488
13.597989949748744,1494.540404654501,0.08,15.0,13.195979899497488
13.623115577889447,1494.813856949202,0.08,15.0,13.195979899497488
13.64824120603015,1495.1032912295743,0.08,15.0,13.195979899497488
13.673366834170855,1495.4086481423965,0.08,15.0,13.195979899497488
13.698492462311558,1495.729868653476,0.08,15.0,13.195979899497488
13.723618090452263,1496.0668940452172,0.08,15.0,13.195979899497488
13.748743718592966,1496.419665914162,0.08,15.0,13.195979899497488
13.773869346733669,1496.7881261686134,0.08,15.0,13.195979899497488
13.798994974874372,1497.1722170262028,0.08,15.0,13.195979899497488
13.824120603015075,1497.5718810115716,0.08,15.0,13.195979899497488
13.849246231155778,1497.987060953966,0.08,15.0,13.195979899497488
13.874371859296483,1498.4176999849767,0.08,15.0,13.195979899497488
13.899497487437186,1498.8637415361686,0.08,15.0,13.195979899497488
13.92462311557789,1499.3251293368057,0.08,15.0,13.195979899497488
13.949748743718594,1499.8018074115935,0.08,15.0,13.195979899497488
13.974874371859297,1500.293720078412,0.08,15.0,13.195979899497488
14.0,1500.8008119460708,0.08,15.0,13.195979899497488
