JudgeName,JudgeID,County,Plea,Trial,Days,PleaDays,TrialDays,MuT
BUCKNER,Judge 8,Aiken,36,1,4.0,2.4,1.6,0.625
BUCKNER,Judge 8,Beaufort,6,3,20.0,0.4,19.6,0.1530612244897959
BUCKNER,Judge 8,Dorchester,35,1,19.0,2.3333333333333335,16.666666666666668,0.06
BURCH,Judge 9,Florence,264,1,70.5,17.6,52.9,0.01890359168241966
BURCH,Judge 9,Marion,12,1,19.0,0.8,18.2,0.054945054945054944
BURCH,Judge 9,Sumter,7,1,2.5,0.4666666666666667,2.033333333333333,0.49180327868852464
CLARY,Judge 10,Cherokee,24,1,19.0,1.6,17.4,0.0574712643678161
CLARY,Judge 10,Greenwood,25,2,20.0,1.6666666666666667,18.333333333333332,0.1090909090909091
CLARY,Judge 10,Laurens,125,2,34.0,8.333333333333334,25.666666666666664,0.07792207792207793
CLARY,Judge 10,Newberry,68,1,19.0,4.533333333333333,14.466666666666667,0.06912442396313365
CLARY,Judge 10,Spartanburg,102,3,31.5,6.8,24.7,0.12145748987854252
CLARY,Judge 10,York,1,1,4.0,0.06666666666666667,3.933333333333333,0.2542372881355932
COLE,Judge 11,Cherokee,55,4,33.0,3.6666666666666665,29.333333333333332,0.13636363636363638
COLE,Judge 11,Spartanburg,148,9,132.0,9.866666666666667,122.13333333333333,0.07368995633187773
COOPER GT,Judge 12,Greenville,50,1,31.5,3.3333333333333335,28.166666666666668,0.03550295857988166
COOPER TW,Judge 13,Aiken,0,1,12.5,0.0,12.5,0.08
COOPER TW,Judge 13,Lee,28,3,13.0,1.8666666666666667,11.133333333333333,0.2694610778443114
COOPER TW,Judge 13,Orangeburg,0,1,13.0,0.0,13.0,0.07692307692307693
COOPER TW,Judge 13,Richland,68,5,42.0,4.533333333333333,37.46666666666667,0.13345195729537365
COOPER TW,Judge 13,Sumter,90,1,30.0,6.0,24.0,0.041666666666666664
COTTINGHAM,Judge 14,Georgetown,50,1,15.0,3.3333333333333335,11.666666666666666,0.08571428571428572
DENNIS,Judge 15,Charleston,1,1,11.666666666666666,0.06666666666666667,11.6,0.08620689655172414
DENNIS,Judge 15,Kershaw,33,1,11.0,2.2,8.8,0.11363636363636363
DENNIS,Judge 15,Lexington,3,1,2.5,0.2,2.3,0.4347826086956522
DENNIS,Judge 15,Orangeburg,3,1,26.5,0.2,26.3,0.03802281368821293
DENNIS,Judge 15,Sumter,3,1,16.0,0.2,15.8,0.06329113924050632
FEW,Judge 16,Aiken,12,1,4.0,0.8,3.2,0.3125
FEW,Judge 16,Cherokee,1,1,5.0,0.06666666666666667,4.933333333333334,0.2027027027027027
FLOYD H,Judge 17,Greenville,115,1,36.0,7.666666666666667,28.333333333333332,0.03529411764705882
FLOYD H,Judge 17,Pickens,98,2,69.0,6.533333333333333,62.46666666666667,0.032017075773746
FLOYD S,Judge 18,Chesterfield,18,3,19.0,1.2,17.8,0.16853932584269662
FLOYD S,Judge 18,Georgetown,43,2,20.0,2.8666666666666667,17.133333333333333,0.11673151750972763
FLOYD S,Judge 18,Horry,88,6,54.0,5.866666666666666,48.13333333333333,0.12465373961218837
GOODE,Judge 19,Clarendon,27,1,15.0,1.8,13.2,0.07575757575757576
GOODE,Judge 19,Lancaster,29,1,14.0,1.9333333333333333,12.066666666666666,0.08287292817679558
GOODE,Judge 19,Sumter,39,1,24.0,2.6,21.4,0.04672897196261683
GREGORY,Judge 21,Beaufort,35,1,50.0,2.3333333333333335,47.666666666666664,0.02097902097902098
GREGORY,Judge 21,Charleston,50,2,39.0,3.3333333333333335,35.666666666666664,0.05607476635514019
GREGORY,Judge 21,Dorchester,34,2,10.0,2.2666666666666666,7.733333333333333,0.25862068965517243
HALL,Judge 22,Anderson,32,1,36.0,2.1333333333333333,33.86666666666667,0.02952755905511811
HALL,Judge 22,Greenville,295,2,78.0,19.666666666666668,58.33333333333333,0.03428571428571429
HALL,Judge 22,Lexington,27,1,15.0,1.8,13.2,0.07575757575757576
HARWELL,Judge 23,Florence,55,3,70.0,3.6666666666666665,66.33333333333333,0.04522613065326633
HAYES,Judge 24,Cherokee,38,2,23.0,2.533333333333333,20.46666666666667,0.09771986970684038
HAYES,Judge 24,Spartanburg,50,2,35.0,3.3333333333333335,31.666666666666668,0.06315789473684211
HAYES,Judge 24,Union,40,1,10.0,2.6666666666666665,7.333333333333334,0.13636363636363635
HAYES,Judge 24,York,192,12,68.5,12.8,55.7,0.21543985637342908
HUGHSTON,Judge 25,Charleston,216,1,97.0,14.4,82.6,0.012106537530266345
HUGHSTON,Judge 25,Lexington,22,1,5.0,1.4666666666666666,3.533333333333333,0.2830188679245283
JOHNSON,Judge 26,Anderson,254,4,74.0,16.933333333333334,57.06666666666666,0.07009345794392524
JOHNSON,Judge 26,Greenwood,32,1,14.0,2.1333333333333333,11.866666666666667,0.08426966292134831
KEESLEY,Judge 27,Aiken,56,2,18.0,3.7333333333333334,14.266666666666666,0.14018691588785048
KEESLEY,Judge 27,Lexington,97,1,62.0,6.466666666666667,55.53333333333333,0.01800720288115246
KINARD,Judge 28,Richland,95,1,28.0,6.333333333333333,21.666666666666668,0.04615384615384615
KING,Judge 29,Sumter,12,2,37.0,0.8,36.2,0.055248618784530384
KING,Judge 29,Union,44,1,19.0,2.933333333333333,16.066666666666666,0.06224066390041494
KING,Judge 29,York,152,3,70.0,10.133333333333333,59.86666666666667,0.05011135857461024
KITTREDGE,Judge 30,Anderson,69,6,57.0,4.6,52.4,0.11450381679389313
KITTREDGE,Judge 30,Greenville,11,5,60.0,0.7333333333333333,59.266666666666666,0.0843644544431946
LEE,Judge 31,Richland,122,2,142.0,8.133333333333333,133.86666666666667,0.0149402390438247
LOCKEMY,Judge 32,Charleston,116,1,45.0,7.733333333333333,37.266666666666666,0.026833631484794278
LOCKEMY,Judge 32,Chesterfield,30,1,15.0,2.0,13.0,0.07692307692307693
LOCKEMY,Judge 32,Darlington,21,1,19.0,1.4,17.6,0.056818181818181816
MACAULAY,Judge 33,Anderson,37,2,29.0,2.466666666666667,26.53333333333333,0.07537688442211056
MACAULAY,Judge 33,Darlington,6,1,5.0,0.4,4.6,0.2173913043478261
MACAULAY,Judge 33,Richland,352,1,79.0,23.466666666666665,55.53333333333333,0.01800720288115246
MANNING,Judge 34,Florence,135,2,64.0,9.0,55.0,0.03636363636363636
MARTIN,Judge 35,Colleton,16,1,10.0,1.0666666666666667,8.933333333333334,0.11194029850746269
MCKELLAR,Judge 36,Lee,15,1,15.0,1.0,14.0,0.07142857142857142
MCKELLAR,Judge 36,Sumter,31,1,43.0,2.066666666666667,40.93333333333333,0.024429967426710098
MILLING,Judge 37,Clarendon,20,2,10.0,1.3333333333333333,8.666666666666666,0.23076923076923078
MILLING,Judge 37,Horry,18,2,69.0,1.2,67.8,0.029498525073746312
NEWMAN,Judge 38,Berkeley,41,3,43.0,2.7333333333333334,40.266666666666666,0.07450331125827815
NEWMAN,Judge 38,Charleston,147,1,50.0,9.8,40.2,0.02487562189054726
NEWMAN,Judge 38,Sumter,5,1,4.0,0.3333333333333333,3.6666666666666665,0.27272727272727276
NICHOLSON,Judge 39,Anderson,195,2,73.5,13.0,60.5,0.03305785123966942
NICHOLSON,Judge 39,Lexington,106,2,49.0,7.066666666666666,41.93333333333334,0.047694753577106515
NICHOLSON,Judge 39,Oconee,5,1,11.0,0.3333333333333333,10.666666666666666,0.09375
NICHOLSON,Judge 39,Saluda,38,1,15.0,2.533333333333333,12.466666666666667,0.08021390374331551
PATTERSON,Judge 40,Greenville,70,5,133.0,4.666666666666667,128.33333333333334,0.03896103896103896
PIEPER,Judge 41,Berkeley,8,1,20.0,0.5333333333333333,19.466666666666665,0.051369863013698634
PIEPER,Judge 41,Charleston,85,1,150.5,5.666666666666667,144.83333333333334,0.006904487917146145
PYLE,Judge 42,Greenville,177,1,48.0,11.8,36.2,0.027624309392265192
PYLE,Judge 42,Oconee,33,1,5.0,2.2,2.8,0.35714285714285715
PYLE,Judge 42,Pickens,57,1,15.0,3.8,11.2,0.08928571428571429
RAWL,Judge 43,Colleton,14,1,20.5,0.9333333333333333,19.566666666666666,0.05110732538330494
SAUNDERS,Judge 44,Greenwood,108,2,29.0,7.2,21.8,0.09174311926605504
SHORT,Judge 45,Fairfield,19,2,20.0,1.2666666666666666,18.733333333333334,0.10676156583629892
SHORT,Judge 45,York,22,1,48.0,1.4666666666666666,46.53333333333333,0.021489971346704873
THOMAS,Judge 47,Berkeley,123,1,30.0,8.2,21.8,0.04587155963302752
THOMAS,Judge 47,Georgetown,65,3,30.0,4.333333333333333,25.666666666666668,0.11688311688311688
THOMAS,Judge 47,Horry,77,1,65.0,5.133333333333334,59.86666666666667,0.016703786191536747
WATSON,Judge 48,Abbeville,53,2,25.0,3.533333333333333,21.46666666666667,0.09316770186335403
WATSON,Judge 48,Greenville,71,1,29.0,4.733333333333333,24.266666666666666,0.04120879120879121
WESTBROOK,Judge 49,Lexington,103,1,49.0,6.866666666666666,42.13333333333333,0.023734177215189875
WESTBROOK,Judge 49,Richland,128,6,104.0,8.533333333333333,95.46666666666667,0.06284916201117319
WILLIAMS,Judge 50,Clarendon,54,1,20.0,3.6,16.4,0.06097560975609757
WILLIAMS,Judge 50,Richland,165,6,65.0,11.0,54.0,0.1111111111111111
WILLIAMS,Judge 50,Sumter,143,1,42.5,9.533333333333333,32.96666666666667,0.030333670374115267
