JudgeName,FullAssignment,Assignment,Date,AssignmentType,StartDate,WorkType,Week,County,Circuit,Days
BAXLEY,15th Cir. CPNJ,15th Cir. CPNJ,2001-03-21,Single,2001-03-19,CPNJ,12-2001,15th Cir.,15,1.0
BAXLEY,15th Cir. CPNJ,15th Cir. CPNJ,2001-03-22,Single,2001-03-19,CPNJ,12-2001,15th Cir.,15,1.0
BAXLEY,15th Cir. CPNJ,15th Cir. CPNJ,2001-03-23,Single,2001-03-19,CPNJ,12-2001,15th Cir.,15,1.0
BEATTY,Spartanburg GS,Spartanburg GS,2001-03-19,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
BEATTY,Spartanburg GS,Spartanburg GS,2001-03-20,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
BEATTY,Spartanburg GS,Spartanburg GS,2001-03-21,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
BEATTY,Spartanburg GS,Spartanburg GS,2001-03-22,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
BEATTY,Spartanburg GS,Spartanburg GS,2001-03-23,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
BREEDEN,Richland CP,Richland CP,2001-03-19,Single,2001-03-19,CP,12-2001,Richland,5,1.0
BREEDEN,Richland CP,Richland CP,2001-03-20,Single,2001-03-19,CP,12-2001,Richland,5,1.0
BREEDEN,Richland CP,Richland CP,2001-03-21,Single,2001-03-19,CP,12-2001,Richland,5,1.0
BREEDEN,Richland CP,Richland CP,2001-03-22,Single,2001-03-19,CP,12-2001,Richland,5,1.0
BREEDEN,Richland CP,Richland CP,2001-03-23,Single,2001-03-19,CP,12-2001,Richland,5,1.0
BROGDON,"Horry GS CP CC 21,22,23",Horry GS CP CC,2001-03-21,SingleWD,2001-03-19,GS CP CC,12-2001,Horry,15,1.0
BROGDON,"Horry GS CP CC 21,22,23",Horry GS CP CC,2001-03-22,SingleWD,2001-03-19,GS CP CC,12-2001,Horry,15,1.0
BROGDON,"Horry GS CP CC 21,22,23",Horry GS CP CC,2001-03-23,SingleWD,2001-03-19,GS CP CC,12-2001,Horry,15,1.0
BROGDON,"Horry GS CP CC 21,22,23",na,2001-03-19,SingleWD,2001-03-19,na,12-2001,na,na,1.0
BROGDON,"Horry GS CP CC 21,22,23",na,2001-03-20,SingleWD,2001-03-19,na,12-2001,na,na,1.0
BUCKNER,Charleston CP,Charleston CP,2001-03-19,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
BUCKNER,Charleston CP,Charleston CP,2001-03-20,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
BUCKNER,Charleston CP,Charleston CP,2001-03-21,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
BUCKNER,Charleston CP,Charleston CP,2001-03-22,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
BUCKNER,Charleston CP,Charleston CP,2001-03-23,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
BURCH,Florence GS,Florence GS,2001-03-19,Single,2001-03-19,GS,12-2001,Florence,12,1.0
BURCH,Florence GS,Florence GS,2001-03-20,Single,2001-03-19,GS,12-2001,Florence,12,1.0
BURCH,Florence GS,Florence GS,2001-03-21,Single,2001-03-19,GS,12-2001,Florence,12,1.0
BURCH,Florence GS,Florence GS,2001-03-22,Single,2001-03-19,GS,12-2001,Florence,12,1.0
BURCH,Florence GS,Florence GS,2001-03-23,Single,2001-03-19,GS,12-2001,Florence,12,1.0
CLARY,Laurens GS,Laurens GS,2001-03-19,Single,2001-03-19,GS,12-2001,Laurens,8,1.0
CLARY,Laurens GS,Laurens GS,2001-03-20,Single,2001-03-19,GS,12-2001,Laurens,8,1.0
CLARY,Laurens GS,Laurens GS,2001-03-21,Single,2001-03-19,GS,12-2001,Laurens,8,1.0
CLARY,Laurens GS,Laurens GS,2001-03-22,Single,2001-03-19,GS,12-2001,Laurens,8,1.0
CLARY,Laurens GS,Laurens GS,2001-03-23,Single,2001-03-19,GS,12-2001,Laurens,8,1.0
COLE,Spartanburg CP,Spartanburg CP,2001-03-19,Single,2001-03-19,CP,12-2001,Spartanburg,7,1.0
COLE,Spartanburg CP,Spartanburg CP,2001-03-20,Single,2001-03-19,CP,12-2001,Spartanburg,7,1.0
COLE,Spartanburg CP,Spartanburg CP,2001-03-21,Single,2001-03-19,CP,12-2001,Spartanburg,7,1.0
COLE,Spartanburg CP,Spartanburg CP,2001-03-22,Single,2001-03-19,CP,12-2001,Spartanburg,7,1.0
COLE,Spartanburg CP,Spartanburg CP,2001-03-23,Single,2001-03-19,CP,12-2001,Spartanburg,7,1.0
COOPER GT,13th Cir. CPNJ,13th Cir. CPNJ,2001-03-19,Single,2001-03-19,CPNJ,12-2001,13th Cir.,13,1.0
COOPER GT,13th Cir. CPNJ,13th Cir. CPNJ,2001-03-20,Single,2001-03-19,CPNJ,12-2001,13th Cir.,13,1.0
COOPER GT,13th Cir. CPNJ,13th Cir. CPNJ,2001-03-21,Single,2001-03-19,CPNJ,12-2001,13th Cir.,13,1.0
COOPER GT,13th Cir. CPNJ,13th Cir. CPNJ,2001-03-22,Single,2001-03-19,CPNJ,12-2001,13th Cir.,13,1.0
COOPER GT,13th Cir. CPNJ,13th Cir. CPNJ,2001-03-23,Single,2001-03-19,CPNJ,12-2001,13th Cir.,13,1.0
COOPER TW,Orangeburg GS,Orangeburg GS,2001-03-19,Single,2001-03-19,GS,12-2001,Orangeburg,1,1.0
COOPER TW,Orangeburg GS,Orangeburg GS,2001-03-20,Single,2001-03-19,GS,12-2001,Orangeburg,1,1.0
COOPER TW,Orangeburg GS,Orangeburg GS,2001-03-21,Single,2001-03-19,GS,12-2001,Orangeburg,1,1.0
COOPER TW,Orangeburg GS,Orangeburg GS,2001-03-22,Single,2001-03-19,GS,12-2001,Orangeburg,1,1.0
COOPER TW,Orangeburg GS,Orangeburg GS,2001-03-23,Single,2001-03-19,GS,12-2001,Orangeburg,1,1.0
DENNIS,Kershaw GS,Kershaw GS,2001-03-19,Single,2001-03-19,GS,12-2001,Kershaw,5,1.0
DENNIS,Kershaw GS,Kershaw GS,2001-03-20,Single,2001-03-19,GS,12-2001,Kershaw,5,1.0
DENNIS,Kershaw GS,Kershaw GS,2001-03-21,Single,2001-03-19,GS,12-2001,Kershaw,5,1.0
DENNIS,Kershaw GS,Kershaw GS,2001-03-22,Single,2001-03-19,GS,12-2001,Kershaw,5,1.0
DENNIS,Kershaw GS,Kershaw GS,2001-03-23,Single,2001-03-19,GS,12-2001,Kershaw,5,1.0
FEW,Spartanburg GS,Spartanburg GS,2001-03-19,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
FEW,Spartanburg GS,Spartanburg GS,2001-03-20,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
FEW,Spartanburg GS,Spartanburg GS,2001-03-21,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
FEW,Spartanburg GS,Spartanburg GS,2001-03-22,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
FEW,Spartanburg GS,Spartanburg GS,2001-03-23,Single,2001-03-19,GS,12-2001,Spartanburg,7,1.0
FLOYD H,X,X,2001-03-19,Single,2001-03-19,X,12-2001,X,na,1.0
FLOYD H,X,X,2001-03-20,Single,2001-03-19,X,12-2001,X,na,1.0
FLOYD H,X,X,2001-03-21,Single,2001-03-19,X,12-2001,X,na,1.0
FLOYD H,X,X,2001-03-22,Single,2001-03-19,X,12-2001,X,na,1.0
FLOYD H,X,X,2001-03-23,Single,2001-03-19,X,12-2001,X,na,1.0
FLOYD S,Dillon CP,Dillon CP,2001-03-19,Single,2001-03-19,CP,12-2001,Dillon,4,1.0
FLOYD S,Dillon CP,Dillon CP,2001-03-20,Single,2001-03-19,CP,12-2001,Dillon,4,1.0
FLOYD S,Dillon CP,Dillon CP,2001-03-21,Single,2001-03-19,CP,12-2001,Dillon,4,1.0
FLOYD S,Dillon CP,Dillon CP,2001-03-22,Single,2001-03-19,CP,12-2001,Dillon,4,1.0
FLOYD S,Dillon CP,Dillon CP,2001-03-23,Single,2001-03-19,CP,12-2001,Dillon,4,1.0
GOODE,Williamsburg GS,Williamsburg GS,2001-03-19,Single,2001-03-19,GS,12-2001,Williamsburg,3,1.0
GOODE,Williamsburg GS,Williamsburg GS,2001-03-20,Single,2001-03-19,GS,12-2001,Williamsburg,3,1.0
GOODE,Williamsburg GS,Williamsburg GS,2001-03-21,Single,2001-03-19,GS,12-2001,Williamsburg,3,1.0
GOODE,Williamsburg GS,Williamsburg GS,2001-03-22,Single,2001-03-19,GS,12-2001,Williamsburg,3,1.0
GOODE,Williamsburg GS,Williamsburg GS,2001-03-23,Single,2001-03-19,GS,12-2001,Williamsburg,3,1.0
GOODSTEIN,Beaufort CP,Beaufort CP,2001-03-19,Single,2001-03-19,CP,12-2001,Beaufort,14,1.0
GOODSTEIN,Beaufort CP,Beaufort CP,2001-03-20,Single,2001-03-19,CP,12-2001,Beaufort,14,1.0
GOODSTEIN,Beaufort CP,Beaufort CP,2001-03-21,Single,2001-03-19,CP,12-2001,Beaufort,14,1.0
GOODSTEIN,Beaufort CP,Beaufort CP,2001-03-22,Single,2001-03-19,CP,12-2001,Beaufort,14,1.0
GOODSTEIN,Beaufort CP,Beaufort CP,2001-03-23,Single,2001-03-19,CP,12-2001,Beaufort,14,1.0
GREGORY,Dorchester GS(SGJ),Dorchester GS(SGJ),2001-03-19,Single,2001-03-19,GS(SGJ),12-2001,Dorchester,1,1.0
GREGORY,Dorchester GS(SGJ),Dorchester GS(SGJ),2001-03-20,Single,2001-03-19,GS(SGJ),12-2001,Dorchester,1,1.0
GREGORY,Dorchester GS(SGJ),Dorchester GS(SGJ),2001-03-21,Single,2001-03-19,GS(SGJ),12-2001,Dorchester,1,1.0
GREGORY,Dorchester GS(SGJ),Dorchester GS(SGJ),2001-03-22,Single,2001-03-19,GS(SGJ),12-2001,Dorchester,1,1.0
GREGORY,Dorchester GS(SGJ),Dorchester GS(SGJ),2001-03-23,Single,2001-03-19,GS(SGJ),12-2001,Dorchester,1,1.0
HALL,10th Cir. CPNJ,10th Cir. CPNJ,2001-03-19,Single,2001-03-19,CPNJ,12-2001,10th Cir.,10,1.0
HALL,10th Cir. CPNJ,10th Cir. CPNJ,2001-03-20,Single,2001-03-19,CPNJ,12-2001,10th Cir.,10,1.0
HALL,10th Cir. CPNJ,10th Cir. CPNJ,2001-03-21,Single,2001-03-19,CPNJ,12-2001,10th Cir.,10,1.0
HALL,10th Cir. CPNJ,10th Cir. CPNJ,2001-03-22,Single,2001-03-19,CPNJ,12-2001,10th Cir.,10,1.0
HALL,10th Cir. CPNJ,10th Cir. CPNJ,2001-03-23,Single,2001-03-19,CPNJ,12-2001,10th Cir.,10,1.0
HARWELL,X,X,2001-03-19,Single,2001-03-19,X,12-2001,X,na,1.0
HARWELL,X,X,2001-03-20,Single,2001-03-19,X,12-2001,X,na,1.0
HARWELL,X,X,2001-03-21,Single,2001-03-19,X,12-2001,X,na,1.0
HARWELL,X,X,2001-03-22,Single,2001-03-19,X,12-2001,X,na,1.0
HARWELL,X,X,2001-03-23,Single,2001-03-19,X,12-2001,X,na,1.0
HAYES,York GS,York GS,2001-03-19,Single,2001-03-19,GS,12-2001,York,16,1.0
HAYES,York GS,York GS,2001-03-20,Single,2001-03-19,GS,12-2001,York,16,1.0
HAYES,York GS,York GS,2001-03-21,Single,2001-03-19,GS,12-2001,York,16,1.0
HAYES,York GS,York GS,2001-03-22,Single,2001-03-19,GS,12-2001,York,16,1.0
HAYES,York GS,York GS,2001-03-23,Single,2001-03-19,GS,12-2001,York,16,1.0
JOHNSON,X,X,2001-03-19,Single,2001-03-19,X,12-2001,X,na,1.0
JOHNSON,X,X,2001-03-20,Single,2001-03-19,X,12-2001,X,na,1.0
JOHNSON,X,X,2001-03-21,Single,2001-03-19,X,12-2001,X,na,1.0
JOHNSON,X,X,2001-03-22,Single,2001-03-19,X,12-2001,X,na,1.0
JOHNSON,X,X,2001-03-23,Single,2001-03-19,X,12-2001,X,na,1.0
KEESLEY,Lexington CP,Lexington CP,2001-03-19,Single,2001-03-19,CP,12-2001,Lexington,11,1.0
KEESLEY,Lexington CP,Lexington CP,2001-03-20,Single,2001-03-19,CP,12-2001,Lexington,11,1.0
KEESLEY,Lexington CP,Lexington CP,2001-03-21,Single,2001-03-19,CP,12-2001,Lexington,11,1.0
KEESLEY,Lexington CP,Lexington CP,2001-03-22,Single,2001-03-19,CP,12-2001,Lexington,11,1.0
KEESLEY,Lexington CP,Lexington CP,2001-03-23,Single,2001-03-19,CP,12-2001,Lexington,11,1.0
KINARD,Darlington GS + Dillon GS CC 23,Dillon GS CC,2001-03-23,MultipleSD,2001-03-19,GS CC,12-2001,Dillon,4,1.0
KINARD,Darlington GS + Dillon GS CC 23,Darlington GS,2001-03-19,MultipleSD,2001-03-19,GS,12-2001,Darlington,4,1.0
KINARD,Darlington GS + Dillon GS CC 23,Darlington GS,2001-03-20,MultipleSD,2001-03-19,GS,12-2001,Darlington,4,1.0
KINARD,Darlington GS + Dillon GS CC 23,Darlington GS,2001-03-21,MultipleSD,2001-03-19,GS,12-2001,Darlington,4,1.0
KINARD,Darlington GS + Dillon GS CC 23,Darlington GS,2001-03-22,MultipleSD,2001-03-19,GS,12-2001,Darlington,4,1.0
KING,16th Cir. CPNJ/PCR,16th Cir. CPNJ/PCR,2001-03-19,Single,2001-03-19,CPNJ/PCR,12-2001,16th Cir.,16,1.0
KING,16th Cir. CPNJ/PCR,16th Cir. CPNJ/PCR,2001-03-20,Single,2001-03-19,CPNJ/PCR,12-2001,16th Cir.,16,1.0
KING,16th Cir. CPNJ/PCR,16th Cir. CPNJ/PCR,2001-03-21,Single,2001-03-19,CPNJ/PCR,12-2001,16th Cir.,16,1.0
KING,16th Cir. CPNJ/PCR,16th Cir. CPNJ/PCR,2001-03-22,Single,2001-03-19,CPNJ/PCR,12-2001,16th Cir.,16,1.0
KING,16th Cir. CPNJ/PCR,16th Cir. CPNJ/PCR,2001-03-23,Single,2001-03-19,CPNJ/PCR,12-2001,16th Cir.,16,1.0
KITTREDGE,Anderson GS,Anderson GS,2001-03-19,Single,2001-03-19,GS,12-2001,Anderson,10,1.0
KITTREDGE,Anderson GS,Anderson GS,2001-03-20,Single,2001-03-19,GS,12-2001,Anderson,10,1.0
KITTREDGE,Anderson GS,Anderson GS,2001-03-21,Single,2001-03-19,GS,12-2001,Anderson,10,1.0
KITTREDGE,Anderson GS,Anderson GS,2001-03-22,Single,2001-03-19,GS,12-2001,Anderson,10,1.0
KITTREDGE,Anderson GS,Anderson GS,2001-03-23,Single,2001-03-19,GS,12-2001,Anderson,10,1.0
LEE,Richland CP,Richland CP,2001-03-19,Single,2001-03-19,CP,12-2001,Richland,5,1.0
LEE,Richland CP,Richland CP,2001-03-20,Single,2001-03-19,CP,12-2001,Richland,5,1.0
LEE,Richland CP,Richland CP,2001-03-21,Single,2001-03-19,CP,12-2001,Richland,5,1.0
LEE,Richland CP,Richland CP,2001-03-22,Single,2001-03-19,CP,12-2001,Richland,5,1.0
LEE,Richland CP,Richland CP,2001-03-23,Single,2001-03-19,CP,12-2001,Richland,5,1.0
LOCKEMY,Charleston CP,Charleston CP,2001-03-19,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
LOCKEMY,Charleston CP,Charleston CP,2001-03-20,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
LOCKEMY,Charleston CP,Charleston CP,2001-03-21,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
LOCKEMY,Charleston CP,Charleston CP,2001-03-22,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
LOCKEMY,Charleston CP,Charleston CP,2001-03-23,Single,2001-03-19,CP,12-2001,Charleston,9,1.0
MACAULAY,Richland GS,Richland GS,2001-03-19,Single,2001-03-19,GS,12-2001,Richland,5,1.0
MACAULAY,Richland GS,Richland GS,2001-03-20,Single,2001-03-19,GS,12-2001,Richland,5,1.0
MACAULAY,Richland GS,Richland GS,2001-03-21,Single,2001-03-19,GS,12-2001,Richland,5,1.0
MACAULAY,Richland GS,Richland GS,2001-03-22,Single,2001-03-19,GS,12-2001,Richland,5,1.0
MACAULAY,Richland GS,Richland GS,2001-03-23,Single,2001-03-19,GS,12-2001,Richland,5,1.0
MANNING,12th Cir. CPNJ,12th Cir. CPNJ,2001-03-19,Single,2001-03-19,CPNJ,12-2001,12th Cir.,12,1.0
MANNING,12th Cir. CPNJ,12th Cir. CPNJ,2001-03-20,Single,2001-03-19,CPNJ,12-2001,12th Cir.,12,1.0
MANNING,12th Cir. CPNJ,12th Cir. CPNJ,2001-03-21,Single,2001-03-19,CPNJ,12-2001,12th Cir.,12,1.0
MANNING,12th Cir. CPNJ,12th Cir. CPNJ,2001-03-22,Single,2001-03-19,CPNJ,12-2001,12th Cir.,12,1.0
MANNING,12th Cir. CPNJ,12th Cir. CPNJ,2001-03-23,Single,2001-03-19,CPNJ,12-2001,12th Cir.,12,1.0
MARTIN,"14th Cir. CPNJ 21,22,23",14th Cir. CPNJ,2001-03-21,SingleWD,2001-03-19,CPNJ,12-2001,14th Cir.,14,1.0
MARTIN,"14th Cir. CPNJ 21,22,23",14th Cir. CPNJ,2001-03-22,SingleWD,2001-03-19,CPNJ,12-2001,14th Cir.,14,1.0
MARTIN,"14th Cir. CPNJ 21,22,23",14th Cir. CPNJ,2001-03-23,SingleWD,2001-03-19,CPNJ,12-2001,14th Cir.,14,1.0
MARTIN,"14th Cir. CPNJ 21,22,23",na,2001-03-19,SingleWD,2001-03-19,na,12-2001,na,na,1.0
MARTIN,"14th Cir. CPNJ 21,22,23",na,2001-03-20,SingleWD,2001-03-19,na,12-2001,na,na,1.0
MCKELLAR,Sumter CP,Sumter CP,2001-03-19,Single,2001-03-19,CP,12-2001,Sumter,3,1.0
MCKELLAR,Sumter CP,Sumter CP,2001-03-20,Single,2001-03-19,CP,12-2001,Sumter,3,1.0
MCKELLAR,Sumter CP,Sumter CP,2001-03-21,Single,2001-03-19,CP,12-2001,Sumter,3,1.0
MCKELLAR,Sumter CP,Sumter CP,2001-03-22,Single,2001-03-19,CP,12-2001,Sumter,3,1.0
MCKELLAR,Sumter CP,Sumter CP,2001-03-23,Single,2001-03-19,CP,12-2001,Sumter,3,1.0
MILLING,Horry CP,Horry CP,2001-03-19,Single,2001-03-19,CP,12-2001,Horry,15,1.0
MILLING,Horry CP,Horry CP,2001-03-20,Single,2001-03-19,CP,12-2001,Horry,15,1.0
MILLING,Horry CP,Horry CP,2001-03-21,Single,2001-03-19,CP,12-2001,Horry,15,1.0
MILLING,Horry CP,Horry CP,2001-03-22,Single,2001-03-19,CP,12-2001,Horry,15,1.0
MILLING,Horry CP,Horry CP,2001-03-23,Single,2001-03-19,CP,12-2001,Horry,15,1.0
NEWMAN,Charleston GS,Charleston GS,2001-03-19,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
NEWMAN,Charleston GS,Charleston GS,2001-03-20,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
NEWMAN,Charleston GS,Charleston GS,2001-03-21,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
NEWMAN,Charleston GS,Charleston GS,2001-03-22,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
NEWMAN,Charleston GS,Charleston GS,2001-03-23,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
NICHOLSON,Lexington GS,Lexington GS,2001-03-19,Single,2001-03-19,GS,12-2001,Lexington,11,1.0
NICHOLSON,Lexington GS,Lexington GS,2001-03-20,Single,2001-03-19,GS,12-2001,Lexington,11,1.0
NICHOLSON,Lexington GS,Lexington GS,2001-03-21,Single,2001-03-19,GS,12-2001,Lexington,11,1.0
NICHOLSON,Lexington GS,Lexington GS,2001-03-22,Single,2001-03-19,GS,12-2001,Lexington,11,1.0
NICHOLSON,Lexington GS,Lexington GS,2001-03-23,Single,2001-03-19,GS,12-2001,Lexington,11,1.0
PATTERSON,Sick,Sick,2001-03-19,Single,2001-03-19,Sick,12-2001,Sick,na,1.0
PATTERSON,Sick,Sick,2001-03-20,Single,2001-03-19,Sick,12-2001,Sick,na,1.0
PATTERSON,Sick,Sick,2001-03-21,Single,2001-03-19,Sick,12-2001,Sick,na,1.0
PATTERSON,Sick,Sick,2001-03-22,Single,2001-03-19,Sick,12-2001,Sick,na,1.0
PATTERSON,Sick,Sick,2001-03-23,Single,2001-03-19,Sick,12-2001,Sick,na,1.0
PIEPER,X,X,2001-03-19,Single,2001-03-19,X,12-2001,X,na,1.0
PIEPER,X,X,2001-03-20,Single,2001-03-19,X,12-2001,X,na,1.0
PIEPER,X,X,2001-03-21,Single,2001-03-19,X,12-2001,X,na,1.0
PIEPER,X,X,2001-03-22,Single,2001-03-19,X,12-2001,X,na,1.0
PIEPER,X,X,2001-03-23,Single,2001-03-19,X,12-2001,X,na,1.0
RAWL,Colleton CP,Colleton CP,2001-03-19,Single,2001-03-19,CP,12-2001,Colleton,14,1.0
RAWL,Colleton CP,Colleton CP,2001-03-20,Single,2001-03-19,CP,12-2001,Colleton,14,1.0
RAWL,Colleton CP,Colleton CP,2001-03-21,Single,2001-03-19,CP,12-2001,Colleton,14,1.0
RAWL,Colleton CP,Colleton CP,2001-03-22,Single,2001-03-19,CP,12-2001,Colleton,14,1.0
RAWL,Colleton CP,Colleton CP,2001-03-23,Single,2001-03-19,CP,12-2001,Colleton,14,1.0
SAUNDERS,Greenville CP,Greenville CP,2001-03-19,Single,2001-03-19,CP,12-2001,Greenville,13,1.0
SAUNDERS,Greenville CP,Greenville CP,2001-03-20,Single,2001-03-19,CP,12-2001,Greenville,13,1.0
SAUNDERS,Greenville CP,Greenville CP,2001-03-21,Single,2001-03-19,CP,12-2001,Greenville,13,1.0
SAUNDERS,Greenville CP,Greenville CP,2001-03-22,Single,2001-03-19,CP,12-2001,Greenville,13,1.0
SAUNDERS,Greenville CP,Greenville CP,2001-03-23,Single,2001-03-19,CP,12-2001,Greenville,13,1.0
SHORT,York CP,York CP,2001-03-19,Single,2001-03-19,CP,12-2001,York,16,1.0
SHORT,York CP,York CP,2001-03-20,Single,2001-03-19,CP,12-2001,York,16,1.0
SHORT,York CP,York CP,2001-03-21,Single,2001-03-19,CP,12-2001,York,16,1.0
SHORT,York CP,York CP,2001-03-22,Single,2001-03-19,CP,12-2001,York,16,1.0
SHORT,York CP,York CP,2001-03-23,Single,2001-03-19,CP,12-2001,York,16,1.0
THOMAS,Berkeley GS,Berkeley GS,2001-03-19,Single,2001-03-19,GS,12-2001,Berkeley,9,1.0
THOMAS,Berkeley GS,Berkeley GS,2001-03-20,Single,2001-03-19,GS,12-2001,Berkeley,9,1.0
THOMAS,Berkeley GS,Berkeley GS,2001-03-21,Single,2001-03-19,GS,12-2001,Berkeley,9,1.0
THOMAS,Berkeley GS,Berkeley GS,2001-03-22,Single,2001-03-19,GS,12-2001,Berkeley,9,1.0
THOMAS,Berkeley GS,Berkeley GS,2001-03-23,Single,2001-03-19,GS,12-2001,Berkeley,9,1.0
WATSON,8th Cir. CPNJ,8th Cir. CPNJ,2001-03-19,Single,2001-03-19,CPNJ,12-2001,8th Cir.,8,1.0
WATSON,8th Cir. CPNJ,8th Cir. CPNJ,2001-03-20,Single,2001-03-19,CPNJ,12-2001,8th Cir.,8,1.0
WATSON,8th Cir. CPNJ,8th Cir. CPNJ,2001-03-21,Single,2001-03-19,CPNJ,12-2001,8th Cir.,8,1.0
WATSON,8th Cir. CPNJ,8th Cir. CPNJ,2001-03-22,Single,2001-03-19,CPNJ,12-2001,8th Cir.,8,1.0
WATSON,8th Cir. CPNJ,8th Cir. CPNJ,2001-03-23,Single,2001-03-19,CPNJ,12-2001,8th Cir.,8,1.0
WESTBROOK,Richland GS,Richland GS,2001-03-19,Single,2001-03-19,GS,12-2001,Richland,5,1.0
WESTBROOK,Richland GS,Richland GS,2001-03-20,Single,2001-03-19,GS,12-2001,Richland,5,1.0
WESTBROOK,Richland GS,Richland GS,2001-03-21,Single,2001-03-19,GS,12-2001,Richland,5,1.0
WESTBROOK,Richland GS,Richland GS,2001-03-22,Single,2001-03-19,GS,12-2001,Richland,5,1.0
WESTBROOK,Richland GS,Richland GS,2001-03-23,Single,2001-03-19,GS,12-2001,Richland,5,1.0
WILLIAMS,Clarendon GS,Clarendon GS,2001-03-19,Single,2001-03-19,GS,12-2001,Clarendon,3,1.0
WILLIAMS,Clarendon GS,Clarendon GS,2001-03-20,Single,2001-03-19,GS,12-2001,Clarendon,3,1.0
WILLIAMS,Clarendon GS,Clarendon GS,2001-03-21,Single,2001-03-19,GS,12-2001,Clarendon,3,1.0
WILLIAMS,Clarendon GS,Clarendon GS,2001-03-22,Single,2001-03-19,GS,12-2001,Clarendon,3,1.0
WILLIAMS,Clarendon GS,Clarendon GS,2001-03-23,Single,2001-03-19,GS,12-2001,Clarendon,3,1.0
BROWN,Jasper GS,Jasper GS,2001-03-19,Single,2001-03-19,GS,12-2001,Jasper,14,1.0
BROWN,Jasper GS,Jasper GS,2001-03-20,Single,2001-03-19,GS,12-2001,Jasper,14,1.0
BROWN,Jasper GS,Jasper GS,2001-03-21,Single,2001-03-19,GS,12-2001,Jasper,14,1.0
BROWN,Jasper GS,Jasper GS,2001-03-22,Single,2001-03-19,GS,12-2001,Jasper,14,1.0
BROWN,Jasper GS,Jasper GS,2001-03-23,Single,2001-03-19,GS,12-2001,Jasper,14,1.0
COTTINGHAM,Georgetown GS,Georgetown GS,2001-03-19,Single,2001-03-19,GS,12-2001,Georgetown,15,1.0
COTTINGHAM,Georgetown GS,Georgetown GS,2001-03-20,Single,2001-03-19,GS,12-2001,Georgetown,15,1.0
COTTINGHAM,Georgetown GS,Georgetown GS,2001-03-21,Single,2001-03-19,GS,12-2001,Georgetown,15,1.0
COTTINGHAM,Georgetown GS,Georgetown GS,2001-03-22,Single,2001-03-19,GS,12-2001,Georgetown,15,1.0
COTTINGHAM,Georgetown GS,Georgetown GS,2001-03-23,Single,2001-03-19,GS,12-2001,Georgetown,15,1.0
HUGHSTON,Charleston GS,Charleston GS,2001-03-19,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
HUGHSTON,Charleston GS,Charleston GS,2001-03-20,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
HUGHSTON,Charleston GS,Charleston GS,2001-03-21,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
HUGHSTON,Charleston GS,Charleston GS,2001-03-22,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
HUGHSTON,Charleston GS,Charleston GS,2001-03-23,Single,2001-03-19,GS,12-2001,Charleston,9,1.0
PYLE,Greenwood CP,Greenwood CP,2001-03-19,Single,2001-03-19,CP,12-2001,Greenwood,8,1.0
PYLE,Greenwood CP,Greenwood CP,2001-03-20,Single,2001-03-19,CP,12-2001,Greenwood,8,1.0
PYLE,Greenwood CP,Greenwood CP,2001-03-21,Single,2001-03-19,CP,12-2001,Greenwood,8,1.0
PYLE,Greenwood CP,Greenwood CP,2001-03-22,Single,2001-03-19,CP,12-2001,Greenwood,8,1.0
PYLE,Greenwood CP,Greenwood CP,2001-03-23,Single,2001-03-19,CP,12-2001,Greenwood,8,1.0
SMOAK,"14th Cir. CPNJ 19,20",14th Cir. CPNJ,2001-03-19,SingleWD,2001-03-19,CPNJ,12-2001,14th Cir.,14,1.0
SMOAK,"14th Cir. CPNJ 19,20",14th Cir. CPNJ,2001-03-20,SingleWD,2001-03-19,CPNJ,12-2001,14th Cir.,14,1.0
SMOAK,"14th Cir. CPNJ 19,20",na,2001-03-21,SingleWD,2001-03-19,na,12-2001,na,na,1.0
SMOAK,"14th Cir. CPNJ 19,20",na,2001-03-22,SingleWD,2001-03-19,na,12-2001,na,na,1.0
