JudgeName,FullAssignment,Assignment,Date,AssignmentType,StartDate,WorkType,Week,County,Circuit,Days
GOODE,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GOODSTEIN,in chambers + 1st Cir. CPNJ 14,1st Cir. CPNJ,2000-08-14,MultipleSD,2000-08-14,CPNJ,33-2000,1st Cir.,1,1.0
GOODSTEIN,in chambers + 1st Cir. CPNJ 14,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GOODSTEIN,in chambers + 1st Cir. CPNJ 14,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GOODSTEIN,in chambers + 1st Cir. CPNJ 14,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GOODSTEIN,in chambers + 1st Cir. CPNJ 14,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GREGORY,"in chambers + 14th Cir. CPNJ 14,15",14th Cir. CPNJ,2000-08-14,MultipleSD,2000-08-14,CPNJ,33-2000,14th Cir.,14,1.0
GREGORY,"in chambers + 14th Cir. CPNJ 14,15",14th Cir. CPNJ,2000-08-15,MultipleSD,2000-08-14,CPNJ,33-2000,14th Cir.,14,1.0
GREGORY,"in chambers + 14th Cir. CPNJ 14,15",in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GREGORY,"in chambers + 14th Cir. CPNJ 14,15",in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
GREGORY,"in chambers + 14th Cir. CPNJ 14,15",in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HALL,in chambers + Horry GS,in chambers,2000-08-14,MultipleND,2000-08-14,in chambers,33-2000,in chambers,na,0.5
HALL,in chambers + Horry GS,Horry GS,2000-08-14,MultipleND,2000-08-14,GS,33-2000,Horry,15,0.5
HALL,in chambers + Horry GS,in chambers,2000-08-15,MultipleND,2000-08-14,in chambers,33-2000,in chambers,na,0.5
HALL,in chambers + Horry GS,Horry GS,2000-08-15,MultipleND,2000-08-14,GS,33-2000,Horry,15,0.5
HALL,in chambers + Horry GS,in chambers,2000-08-16,MultipleND,2000-08-14,in chambers,33-2000,in chambers,na,0.5
HALL,in chambers + Horry GS,Horry GS,2000-08-16,MultipleND,2000-08-14,GS,33-2000,Horry,15,0.5
HALL,in chambers + Horry GS,in chambers,2000-08-17,MultipleND,2000-08-14,in chambers,33-2000,in chambers,na,0.5
HALL,in chambers + Horry GS,Horry GS,2000-08-17,MultipleND,2000-08-14,GS,33-2000,Horry,15,0.5
HALL,in chambers + Horry GS,in chambers,2000-08-18,MultipleND,2000-08-14,in chambers,33-2000,in chambers,na,0.5
HALL,in chambers + Horry GS,Horry GS,2000-08-18,MultipleND,2000-08-14,GS,33-2000,Horry,15,0.5
HARWELL,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HARWELL,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HARWELL,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HARWELL,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HARWELL,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HAYES,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HAYES,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HAYES,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HAYES,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
HAYES,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
JOHNSON,in chambers + Laurens GS(SGJ) 14,Laurens GS(SGJ),2000-08-14,MultipleSD,2000-08-14,GS(SGJ),33-2000,Laurens,8,1.0
JOHNSON,in chambers + Laurens GS(SGJ) 14,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
JOHNSON,in chambers + Laurens GS(SGJ) 14,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
JOHNSON,in chambers + Laurens GS(SGJ) 14,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
JOHNSON,in chambers + Laurens GS(SGJ) 14,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KEESLEY,in chambers + Lexington GS 16,Lexington GS,2000-08-16,MultipleSD,2000-08-14,GS,33-2000,Lexington,11,1.0
KEESLEY,in chambers + Lexington GS 16,in chambers,2000-08-14,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KEESLEY,in chambers + Lexington GS 16,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KEESLEY,in chambers + Lexington GS 16,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KEESLEY,in chambers + Lexington GS 16,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KINARD,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KINARD,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KINARD,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KINARD,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KINARD,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KING,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KING,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KING,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KING,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KING,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KITTREDGE,in chambers + 13th Cir. CPNJ 15,13th Cir. CPNJ,2000-08-15,MultipleSD,2000-08-14,CPNJ,33-2000,13th Cir.,13,1.0
KITTREDGE,in chambers + 13th Cir. CPNJ 15,in chambers,2000-08-14,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KITTREDGE,in chambers + 13th Cir. CPNJ 15,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KITTREDGE,in chambers + 13th Cir. CPNJ 15,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
KITTREDGE,in chambers + 13th Cir. CPNJ 15,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LEE,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LEE,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LEE,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LEE,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LEE,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LOCKEMY,in chambers + 4th Cir. CPNJ 14,4th Cir. CPNJ,2000-08-14,MultipleSD,2000-08-14,CPNJ,33-2000,4th Cir.,4,1.0
LOCKEMY,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LOCKEMY,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LOCKEMY,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
LOCKEMY,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MACAULAY,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MACAULAY,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MACAULAY,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MACAULAY,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MACAULAY,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MANNING,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MANNING,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MANNING,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MANNING,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MANNING,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MARTIN,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MARTIN,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MARTIN,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MARTIN,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MARTIN,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MCKELLAR,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MCKELLAR,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MCKELLAR,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MCKELLAR,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MCKELLAR,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MILLING,in chambers + 4th Cir. CPNJ 14,4th Cir. CPNJ,2000-08-14,MultipleSD,2000-08-14,CPNJ,33-2000,4th Cir.,4,1.0
MILLING,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MILLING,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MILLING,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
MILLING,in chambers + 4th Cir. CPNJ 14,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NICHOLSON,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NICHOLSON,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NICHOLSON,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NICHOLSON,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NICHOLSON,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PATTERSON,in chambers + 13th Cir. CPNJ 14,13th Cir. CPNJ,2000-08-14,MultipleSD,2000-08-14,CPNJ,33-2000,13th Cir.,13,1.0
PATTERSON,in chambers + 13th Cir. CPNJ 14,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PATTERSON,in chambers + 13th Cir. CPNJ 14,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PATTERSON,in chambers + 13th Cir. CPNJ 14,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PATTERSON,in chambers + 13th Cir. CPNJ 14,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PIEPER,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PIEPER,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PIEPER,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PIEPER,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
PIEPER,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
RAWL,in chambers + 9th Cir. CPNJ 14,9th Cir. CPNJ,2000-08-14,MultipleSD,2000-08-14,CPNJ,33-2000,9th Cir.,9,1.0
RAWL,in chambers + 9th Cir. CPNJ 14,in chambers,2000-08-15,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
RAWL,in chambers + 9th Cir. CPNJ 14,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
RAWL,in chambers + 9th Cir. CPNJ 14,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
RAWL,in chambers + 9th Cir. CPNJ 14,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
SAUNDERS,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
SAUNDERS,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
SAUNDERS,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
SAUNDERS,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
SAUNDERS,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
SHORT,XX,XX,2000-08-14,Single,2000-08-14,XX,33-2000,XX,na,1.0
SHORT,XX,XX,2000-08-15,Single,2000-08-14,XX,33-2000,XX,na,1.0
SHORT,XX,XX,2000-08-16,Single,2000-08-14,XX,33-2000,XX,na,1.0
SHORT,XX,XX,2000-08-17,Single,2000-08-14,XX,33-2000,XX,na,1.0
SHORT,XX,XX,2000-08-18,Single,2000-08-14,XX,33-2000,XX,na,1.0
THOMAS,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
THOMAS,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
THOMAS,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
THOMAS,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
THOMAS,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WATSON,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WATSON,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WATSON,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WATSON,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WATSON,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WESTBROOK,in chambers + 11th Cir. CPNJ 15,11th Cir. CPNJ,2000-08-15,MultipleSD,2000-08-14,CPNJ,33-2000,11th Cir.,11,1.0
WESTBROOK,in chambers + 11th Cir. CPNJ 15,in chambers,2000-08-14,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WESTBROOK,in chambers + 11th Cir. CPNJ 15,in chambers,2000-08-16,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WESTBROOK,in chambers + 11th Cir. CPNJ 15,in chambers,2000-08-17,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WESTBROOK,in chambers + 11th Cir. CPNJ 15,in chambers,2000-08-18,MultipleSD,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WILLIAMS,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WILLIAMS,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WILLIAMS,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WILLIAMS,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
WILLIAMS,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
BROWN,na,na,2000-08-14,Missing,2000-08-14,na,33-2000,na,na,1.0
BROWN,na,na,2000-08-15,Missing,2000-08-14,na,33-2000,na,na,1.0
BROWN,na,na,2000-08-16,Missing,2000-08-14,na,33-2000,na,na,1.0
BROWN,na,na,2000-08-17,Missing,2000-08-14,na,33-2000,na,na,1.0
BROWN,na,na,2000-08-18,Missing,2000-08-14,na,33-2000,na,na,1.0
COTTINGHAM,na,na,2000-08-14,Missing,2000-08-14,na,33-2000,na,na,1.0
COTTINGHAM,na,na,2000-08-15,Missing,2000-08-14,na,33-2000,na,na,1.0
COTTINGHAM,na,na,2000-08-16,Missing,2000-08-14,na,33-2000,na,na,1.0
COTTINGHAM,na,na,2000-08-17,Missing,2000-08-14,na,33-2000,na,na,1.0
COTTINGHAM,na,na,2000-08-18,Missing,2000-08-14,na,33-2000,na,na,1.0
HUGHSTON,na,na,2000-08-14,Missing,2000-08-14,na,33-2000,na,na,1.0
HUGHSTON,na,na,2000-08-15,Missing,2000-08-14,na,33-2000,na,na,1.0
HUGHSTON,na,na,2000-08-16,Missing,2000-08-14,na,33-2000,na,na,1.0
HUGHSTON,na,na,2000-08-17,Missing,2000-08-14,na,33-2000,na,na,1.0
HUGHSTON,na,na,2000-08-18,Missing,2000-08-14,na,33-2000,na,na,1.0
SMOAK,na,na,2000-08-14,Missing,2000-08-14,na,33-2000,na,na,1.0
SMOAK,na,na,2000-08-15,Missing,2000-08-14,na,33-2000,na,na,1.0
SMOAK,na,na,2000-08-16,Missing,2000-08-14,na,33-2000,na,na,1.0
SMOAK,na,na,2000-08-17,Missing,2000-08-14,na,33-2000,na,na,1.0
SMOAK,na,na,2000-08-18,Missing,2000-08-14,na,33-2000,na,na,1.0
COOPER GT,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
COOPER GT,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
COOPER GT,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
COOPER GT,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
COOPER GT,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NEWMAN,in chambers,in chambers,2000-08-14,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NEWMAN,in chambers,in chambers,2000-08-15,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NEWMAN,in chambers,in chambers,2000-08-16,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NEWMAN,in chambers,in chambers,2000-08-17,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
NEWMAN,in chambers,in chambers,2000-08-18,Single,2000-08-14,in chambers,33-2000,in chambers,na,1.0
ALFORD,York GS,York GS,2000-08-21,Single,2000-08-21,GS,34-2000,York,16,1.0
ALFORD,York GS,York GS,2000-08-22,Single,2000-08-21,GS,34-2000,York,16,1.0
ALFORD,York GS,York GS,2000-08-23,Single,2000-08-21,GS,34-2000,York,16,1.0
ALFORD,York GS,York GS,2000-08-24,Single,2000-08-21,GS,34-2000,York,16,1.0
ALFORD,York GS,York GS,2000-08-25,Single,2000-08-21,GS,34-2000,York,16,1.0
BARBER,Richland CP,Richland CP,2000-08-21,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BARBER,Richland CP,Richland CP,2000-08-22,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BARBER,Richland CP,Richland CP,2000-08-23,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BARBER,Richland CP,Richland CP,2000-08-24,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BARBER,Richland CP,Richland CP,2000-08-25,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BAXLEY,Charleston CP,Charleston CP,2000-08-21,Single,2000-08-21,CP,34-2000,Charleston,9,1.0
BAXLEY,Charleston CP,Charleston CP,2000-08-22,Single,2000-08-21,CP,34-2000,Charleston,9,1.0
BAXLEY,Charleston CP,Charleston CP,2000-08-23,Single,2000-08-21,CP,34-2000,Charleston,9,1.0
BAXLEY,Charleston CP,Charleston CP,2000-08-24,Single,2000-08-21,CP,34-2000,Charleston,9,1.0
BAXLEY,Charleston CP,Charleston CP,2000-08-25,Single,2000-08-21,CP,34-2000,Charleston,9,1.0
BEATTY,7th Cir. CPNJ,7th Cir. CPNJ,2000-08-21,Single,2000-08-21,CPNJ,34-2000,7th Cir.,7,1.0
BEATTY,7th Cir. CPNJ,7th Cir. CPNJ,2000-08-22,Single,2000-08-21,CPNJ,34-2000,7th Cir.,7,1.0
BEATTY,7th Cir. CPNJ,7th Cir. CPNJ,2000-08-23,Single,2000-08-21,CPNJ,34-2000,7th Cir.,7,1.0
BEATTY,7th Cir. CPNJ,7th Cir. CPNJ,2000-08-24,Single,2000-08-21,CPNJ,34-2000,7th Cir.,7,1.0
BEATTY,7th Cir. CPNJ,7th Cir. CPNJ,2000-08-25,Single,2000-08-21,CPNJ,34-2000,7th Cir.,7,1.0
BREEDEN,Marlboro GS,Marlboro GS,2000-08-21,Single,2000-08-21,GS,34-2000,Marlboro,4,1.0
BREEDEN,Marlboro GS,Marlboro GS,2000-08-22,Single,2000-08-21,GS,34-2000,Marlboro,4,1.0
BREEDEN,Marlboro GS,Marlboro GS,2000-08-23,Single,2000-08-21,GS,34-2000,Marlboro,4,1.0
BREEDEN,Marlboro GS,Marlboro GS,2000-08-24,Single,2000-08-21,GS,34-2000,Marlboro,4,1.0
BREEDEN,Marlboro GS,Marlboro GS,2000-08-25,Single,2000-08-21,GS,34-2000,Marlboro,4,1.0
BROGDON,Florence CP,Florence CP,2000-08-21,Single,2000-08-21,CP,34-2000,Florence,12,1.0
BROGDON,Florence CP,Florence CP,2000-08-22,Single,2000-08-21,CP,34-2000,Florence,12,1.0
BROGDON,Florence CP,Florence CP,2000-08-23,Single,2000-08-21,CP,34-2000,Florence,12,1.0
BROGDON,Florence CP,Florence CP,2000-08-24,Single,2000-08-21,CP,34-2000,Florence,12,1.0
BROGDON,Florence CP,Florence CP,2000-08-25,Single,2000-08-21,CP,34-2000,Florence,12,1.0
BUCKNER,Richland CP,Richland CP,2000-08-21,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BUCKNER,Richland CP,Richland CP,2000-08-22,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BUCKNER,Richland CP,Richland CP,2000-08-23,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BUCKNER,Richland CP,Richland CP,2000-08-24,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BUCKNER,Richland CP,Richland CP,2000-08-25,Single,2000-08-21,CP,34-2000,Richland,5,1.0
BURCH,Horry GS CP CC,Horry GS CP CC,2000-08-21,Single,2000-08-21,GS CP CC,34-2000,Horry,15,1.0
BURCH,Horry GS CP CC,Horry GS CP CC,2000-08-22,Single,2000-08-21,GS CP CC,34-2000,Horry,15,1.0
BURCH,Horry GS CP CC,Horry GS CP CC,2000-08-23,Single,2000-08-21,GS CP CC,34-2000,Horry,15,1.0
BURCH,Horry GS CP CC,Horry GS CP CC,2000-08-24,Single,2000-08-21,GS CP CC,34-2000,Horry,15,1.0
BURCH,Horry GS CP CC,Horry GS CP CC,2000-08-25,Single,2000-08-21,GS CP CC,34-2000,Horry,15,1.0
CLARY,Spartanburg GS,Spartanburg GS,2000-08-21,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS,Spartanburg GS,2000-08-22,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS,Spartanburg GS,2000-08-23,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS,Spartanburg GS,2000-08-24,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS,Spartanburg GS,2000-08-25,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-08-21,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-08-22,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-08-23,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-08-24,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-08-25,Single,2000-08-21,GS,34-2000,Spartanburg,7,1.0
COOPER TW,Sumter CP,Sumter CP,2000-08-21,Single,2000-08-21,CP,34-2000,Sumter,3,1.0
COOPER TW,Sumter CP,Sumter CP,2000-08-22,Single,2000-08-21,CP,34-2000,Sumter,3,1.0
COOPER TW,Sumter CP,Sumter CP,2000-08-23,Single,2000-08-21,CP,34-2000,Sumter,3,1.0
COOPER TW,Sumter CP,Sumter CP,2000-08-24,Single,2000-08-21,CP,34-2000,Sumter,3,1.0
COOPER TW,Sumter CP,Sumter CP,2000-08-25,Single,2000-08-21,CP,34-2000,Sumter,3,1.0
DENNIS,X,X,2000-08-21,Single,2000-08-21,X,34-2000,X,na,1.0
DENNIS,X,X,2000-08-22,Single,2000-08-21,X,34-2000,X,na,1.0
DENNIS,X,X,2000-08-23,Single,2000-08-21,X,34-2000,X,na,1.0
DENNIS,X,X,2000-08-24,Single,2000-08-21,X,34-2000,X,na,1.0
DENNIS,X,X,2000-08-25,Single,2000-08-21,X,34-2000,X,na,1.0
FEW,Anderson GS,Anderson GS,2000-08-21,Single,2000-08-21,GS,34-2000,Anderson,10,1.0
FEW,Anderson GS,Anderson GS,2000-08-22,Single,2000-08-21,GS,34-2000,Anderson,10,1.0
FEW,Anderson GS,Anderson GS,2000-08-23,Single,2000-08-21,GS,34-2000,Anderson,10,1.0
FEW,Anderson GS,Anderson GS,2000-08-24,Single,2000-08-21,GS,34-2000,Anderson,10,1.0
FEW,Anderson GS,Anderson GS,2000-08-25,Single,2000-08-21,GS,34-2000,Anderson,10,1.0
FLOYD H,13th Cir. CPNJ,13th Cir. CPNJ,2000-08-21,Single,2000-08-21,CPNJ,34-2000,13th Cir.,13,1.0
FLOYD H,13th Cir. CPNJ,13th Cir. CPNJ,2000-08-22,Single,2000-08-21,CPNJ,34-2000,13th Cir.,13,1.0
