JudgeName,FullAssignment,Week,Assignment,County
NEWMAN,in chambers,47-2000,in chambers,na
SIMMONS,Greenville GS 22,47-2000,Greenville GS 22,Greenville
GIER,na,47-2000,na,na
DREW,na,47-2000,na,na
WATTS,na,47-2000,na,na
ALFORD,X,48-2000,X,na
BARBER,Richland GS,48-2000,Richland GS,Richland
BAXLEY,Dillon CP,48-2000,Dillon CP,Dillon
BEATTY,X,48-2000,X,na
BREEDEN,Horry CP,48-2000,Horry CP,Horry
BROGDON,Florence CP,48-2000,Florence CP,Florence
BUCKNER,Hampton CP,48-2000,Hampton CP,Hampton
BURCH,Darlington GS,48-2000,Darlington GS,Darlington
CLARY,"York GS 27,28,29,30 + Medical 1",48-2000,"York GS 27,28,29,30 ",York
COLE,Spartanburg GS,48-2000,Spartanburg GS,Spartanburg
COOPER TW,Clarendon CP,48-2000,Clarendon CP,Clarendon
DENNIS,Charleston GS,48-2000,Charleston GS,Charleston
FEW,"XX 1 + Aiken GS 27,28,29,30",48-2000,XX 1 ,na
FLOYD H,Pickens GS + Greenville CP CC 1,48-2000,Pickens GS ,Pickens
FLOYD S,15th Cir. CPNJ/PCR,48-2000,15th Cir. CPNJ/PCR,na
GOODE,Chester GS,48-2000,Chester GS,Chester
GOODSTEIN,"Dorchester GS 27,29,30,1 + Medical 28",48-2000,"Dorchester GS 27,29,30,1 ",Dorchester
GREGORY,14th Cir. CPNJ/PCR,48-2000,14th Cir. CPNJ/PCR,na
HALL,Oconee GS,48-2000,Oconee GS,Oconee
HARWELL,Marion GS,48-2000,Marion GS,Marion
HAYES,York GS,48-2000,York GS,York
JOHNSON,Laurens GS,48-2000,Laurens GS,Laurens
KEESLEY,Sick,48-2000,Sick,na
KINARD,Richland CP,48-2000,Richland CP,Richland
KING,Sumter CP,48-2000,Sumter CP,Sumter
KITTREDGE,13th Cir. CPNJ,48-2000,13th Cir. CPNJ,na
LEE,Richland GS,48-2000,Richland GS,Richland
LOCKEMY,X,48-2000,X,na
MACAULAY,Anderson CP,48-2000,Anderson CP,Anderson
MANNING,5th Cir. CPNJ,48-2000,5th Cir. CPNJ,na
MARTIN,Charleston GS,48-2000,Charleston GS,Charleston
MCKELLAR,Berkeley CP,48-2000,Berkeley CP,Berkeley
MILLING,Marlboro CP,48-2000,Marlboro CP,Marlboro
NICHOLSON,X,48-2000,X,na
PATTERSON,Greenville CP,48-2000,Greenville CP,Greenville
PEEPLES,X,48-2000,X,na
PIEPER,9th Cir. CPNJ/PCR,48-2000,9th Cir. CPNJ/PCR,na
RAWL,Orangeburg CP,48-2000,Orangeburg CP,Orangeburg
SAUNDERS,X,48-2000,X,na
SHORT,Fairfield CP,48-2000,Fairfield CP,Fairfield
THOMAS,Georgetown GS,48-2000,Georgetown GS,Georgetown
WATSON,Spartanburg GS,48-2000,Spartanburg GS,Spartanburg
WESTBROOK,Edgefield CP,48-2000,Edgefield CP,Edgefield
WILLIAMS,Richland CP,48-2000,Richland CP,Richland
BROWN,Jasper GS,48-2000,Jasper GS,Jasper
COTTINGHAM,Horry CP,48-2000,Horry CP,Horry
HUGHSTON,Abbeville GS,48-2000,Abbeville GS,Abbeville
PYLE,na,48-2000,na,na
COUCH,Cherokee CPNJ 27,48-2000,Cherokee CPNJ 27,Cherokee
SMOAK,Lexington GS,48-2000,Lexington GS,Lexington
COOPER GT,Newberry GS CP CC,48-2000,Newberry GS CP CC,Newberry
NEWMAN,X,48-2000,X,na
SIMMONS,Greenville GS 1,48-2000,Greenville GS 1,Greenville
GIER,na,48-2000,na,na
DREW,na,48-2000,na,na
WATTS,"Dorchester CPNJ 27,28,29,30",48-2000,"Dorchester CPNJ 27,28,29,30",Dorchester
BREEDEN,"X 8,9 + 15th Cir. CPNJ 6,7",45-2000," 15th Cir. CPNJ 6,7",na
NICHOLSON,Anderson GS + 10th Cir. CPNJ CC 8,45-2000, 10th Cir. CPNJ CC 8,na
HUGHSTON,Charleston CP + Charleston GS CC 9,45-2000, Charleston GS CC 9,Charleston
COUCH,na,45-2000,na,na
WATTS,na,45-2000,na,na
JOHNSON,Greenwood GS + Medical 17,46-2000, Medical 17,na
KING,"Williamsburg CP + Sumter GS CC 15,16,17",46-2000," Sumter GS CC 15,16,17",Sumter
COUCH,na,46-2000,na,na
SIMMONS,na,46-2000,na,na
GIER,na,46-2000,na,na
DREW,na,46-2000,na,na
WATTS,na,46-2000,na,na
BREEDEN,in chambers + Horry GS 20,47-2000, Horry GS 20,Horry
BROGDON,"in chambers + 12th Cir. CPNJ 20,21",47-2000," 12th Cir. CPNJ 20,21",na
COOPER TW,"in chambers + 3rd Cir. CPNJ 20,21",47-2000," 3rd Cir. CPNJ 20,21",na
GOODSTEIN,in chambers + 15th Cir. CPNJ 20,47-2000, 15th Cir. CPNJ 20,na
KINARD,in chambers + 5th Cir. CPNJ 20,47-2000, 5th Cir. CPNJ 20,na
KING,"in chambers + 3rd Cir. CPNJ 20,21,22",47-2000," 3rd Cir. CPNJ 20,21,22",na
KITTREDGE,"in chambers + 13th Cir. CPNJ 21,22",47-2000," 13th Cir. CPNJ 21,22",na
PATTERSON,in chambers + 13th Cir. CPNJ 20,47-2000, 13th Cir. CPNJ 20,na
PIEPER,in chambers + 9th Cir. CPNJ 20,47-2000, 9th Cir. CPNJ 20,na
SAUNDERS,"in chambers + 8th Cir. CPNJ 20,21,22",47-2000," 8th Cir. CPNJ 20,21,22",na
WILLIAMS,in chambers + Richland GS 20,47-2000, Richland GS 20,Richland
BROWN,na,47-2000,na,na
COTTINGHAM,na,47-2000,na,na
HUGHSTON,na,47-2000,na,na
PYLE,na,47-2000,na,na
COUCH,na,47-2000,na,na
SMOAK,na,47-2000,na,na
GIER,na,47-2000,na,na
DREW,na,47-2000,na,na
WATTS,na,47-2000,na,na
CLARY,"York GS 27,28,29,30 + Medical 1",48-2000, Medical 1,na
FEW,"XX 1 + Aiken GS 27,28,29,30",48-2000," Aiken GS 27,28,29,30",Aiken
FLOYD H,Pickens GS + Greenville CP CC 1,48-2000, Greenville CP CC 1,Greenville
GOODSTEIN,"Dorchester GS 27,29,30,1 + Medical 28",48-2000, Medical 28,na
PYLE,na,48-2000,na,na
GIER,na,48-2000,na,na
DREW,na,48-2000,na,na
COUCH,na,45-2000,na,na
WATTS,na,45-2000,na,na
COUCH,na,46-2000,na,na
SIMMONS,na,46-2000,na,na
GIER,na,46-2000,na,na
DREW,na,46-2000,na,na
WATTS,na,46-2000,na,na
BROWN,na,47-2000,na,na
COTTINGHAM,na,47-2000,na,na
HUGHSTON,na,47-2000,na,na
PYLE,na,47-2000,na,na
COUCH,na,47-2000,na,na
SMOAK,na,47-2000,na,na
GIER,na,47-2000,na,na
DREW,na,47-2000,na,na
WATTS,na,47-2000,na,na
PYLE,na,48-2000,na,na
GIER,na,48-2000,na,na
DREW,na,48-2000,na,na
COUCH,na,45-2000,na,na
WATTS,na,45-2000,na,na
COUCH,na,46-2000,na,na
SIMMONS,na,46-2000,na,na
GIER,na,46-2000,na,na
DREW,na,46-2000,na,na
WATTS,na,46-2000,na,na
BROWN,na,47-2000,na,na
COTTINGHAM,na,47-2000,na,na
HUGHSTON,na,47-2000,na,na
PYLE,na,47-2000,na,na
COUCH,na,47-2000,na,na
SMOAK,na,47-2000,na,na
GIER,na,47-2000,na,na
DREW,na,47-2000,na,na
WATTS,na,47-2000,na,na
PYLE,na,48-2000,na,na
GIER,na,48-2000,na,na
DREW,na,48-2000,na,na
COUCH,na,45-2000,na,na
WATTS,na,45-2000,na,na
COUCH,na,46-2000,na,na
SIMMONS,na,46-2000,na,na
GIER,na,46-2000,na,na
DREW,na,46-2000,na,na
WATTS,na,46-2000,na,na
BROWN,na,47-2000,na,na
COTTINGHAM,na,47-2000,na,na
HUGHSTON,na,47-2000,na,na
PYLE,na,47-2000,na,na
COUCH,na,47-2000,na,na
SMOAK,na,47-2000,na,na
GIER,na,47-2000,na,na
DREW,na,47-2000,na,na
WATTS,na,47-2000,na,na
PYLE,na,48-2000,na,na
GIER,na,48-2000,na,na
DREW,na,48-2000,na,na
ALFORD,Fairfield GS,6-2001,Fairfield GS,Fairfield
BARBER,Barnwell GS,6-2001,Barnwell GS,Barnwell
BAXLEY,15th Cir. CPNJ,6-2001,15th Cir. CPNJ,na
BEATTY,Spartanburg GS,6-2001,Spartanburg GS,Spartanburg
BREEDEN,Richland GS,6-2001,Richland GS,Richland
BROGDON,Horry GS,6-2001,Horry GS,Horry
BUCKNER,Orangeburg GS,6-2001,Orangeburg GS,Orangeburg
BURCH,Florence GS,6-2001,Florence GS,Florence
CLARY,Lexington GS,6-2001,Lexington GS,Lexington
COLE,Spartanburg CP,6-2001,Spartanburg CP,Spartanburg
COOPER GT,Laurens GS,6-2001,Laurens GS,Laurens
COOPER TW,5th Cir. CPNJ + Orangeburg GS CC 9,6-2001,5th Cir. CPNJ ,na
DENNIS,Dorchester CP,6-2001,Dorchester CP,Dorchester
FEW,7th Cir. CPNJ,6-2001,7th Cir. CPNJ,na
FLOYD H,Greenville GS,6-2001,Greenville GS,Greenville
FLOYD S,Chesterfield GS,6-2001,Chesterfield GS,Chester
GOODE,Sumter CP,6-2001,Sumter CP,Sumter
GOODSTEIN,Beaufort CP,6-2001,Beaufort CP,Beaufort
GREGORY,9th Cir. CPNJ,6-2001,9th Cir. CPNJ,na
HALL,Greenville CP,6-2001,Greenville CP,Greenville
HARWELL,4th Cir. CPNJ/PCR,6-2001,4th Cir. CPNJ/PCR,na
HAYES,Cherokee CP,6-2001,Cherokee CP,Cherokee
JOHNSON,10th Cir. CPNJ,6-2001,10th Cir. CPNJ,na
KEESLEY,"11th Cir. CPNJ 7,8,9 + XX 5,6",6-2001,"11th Cir. CPNJ 7,8,9 ",na
KINARD,Saluda GS,6-2001,Saluda GS,Saluda
KING,York GS,6-2001,York GS,York
KITTREDGE,Anderson GS,6-2001,Anderson GS,Anderson
LEE,Richland CP,6-2001,Richland CP,Richland
LOCKEMY,5th Cir. CPNJ,6-2001,5th Cir. CPNJ,na
MACAULAY,Richland CP,6-2001,Richland CP,Richland
MANNING,Florence GS,6-2001,Florence GS,Florence
MARTIN,na,6-2001,na,na
MCKELLAR,Williamsburg GS,6-2001,Williamsburg GS,Williamsburg
MILLING,Horry GS,6-2001,Horry GS,Horry
NEWMAN,Charleston CP,6-2001,Charleston CP,Charleston
NICHOLSON,Anderson GS,6-2001,Anderson GS,Anderson
PATTERSON,Greenville GS,6-2001,Greenville GS,Greenville
PEEPLES,2nd Cir. CPNJ,6-2001,2nd Cir. CPNJ,na
PIEPER,Charleston CP,6-2001,Charleston CP,Charleston
RAWL,Beaufort CP,6-2001,Beaufort CP,Beaufort
SAUNDERS,Greenville CP,6-2001,Greenville CP,Greenville
SHORT,York GS,6-2001,York GS,York
THOMAS,Charleston GS,6-2001,Charleston GS,Charleston
WATSON,8th Cir. CPNJ,6-2001,8th Cir. CPNJ,na
WESTBROOK,Richland GS,6-2001,Richland GS,Richland
WILLIAMS,Clarendon GS,6-2001,Clarendon GS,Clarendon
BROWN,Colleton GS,6-2001,Colleton GS,Colleton
COTTINGHAM,na,6-2001,na,na
HUGHSTON,Charleston GS,6-2001,Charleston GS,Charleston
PYLE,Greenville GS,6-2001,Greenville GS,Greenville
GIER,York CPNJ 8,6-2001,York CPNJ 8,York
SIMMONS,na,6-2001,na,na
YOUNG,na,6-2001,na,na
SMOAK,na,6-2001,na,na
WATTS,na,6-2001,na,na
ALFORD,Chester CP,7-2001,Chester CP,Chester
BARBER,Aiken GS,7-2001,Aiken GS,Aiken
BAXLEY,Horry CP,7-2001,Horry CP,Horry
BEATTY,Lancaster GS,7-2001,Lancaster GS,Lancaster
BREEDEN,Richland CP,7-2001,Richland CP,Richland
BROGDON,Horry GS,7-2001,Horry GS,Horry
BUCKNER,Beaufort GS,7-2001,Beaufort GS,Beaufort
BURCH,Marion CP,7-2001,Marion CP,Marion
CLARY,Lexington GS,7-2001,Lexington GS,Lexington
COLE,Spartanburg GS,7-2001,Spartanburg GS,Spartanburg
COOPER GT,Newberry CP,7-2001,Newberry CP,Newberry
COOPER TW,X,7-2001,X,na
DENNIS,1st Cir. CPNJ/PCR,7-2001,1st Cir. CPNJ/PCR,na
FEW,Greenville GS,7-2001,Greenville GS,Greenville
FLOYD H,Pickens CP,7-2001,Pickens CP,Pickens
FLOYD S,4th Cir. CPNJ,7-2001,4th Cir. CPNJ,na
GOODE,3rd Cir. CPNJ,7-2001,3rd Cir. CPNJ,na
GOODSTEIN,Charleston CP,7-2001,Charleston CP,Charleston
GREGORY,5th Cir. CPNJ,7-2001,5th Cir. CPNJ,na
HALL,Greenville GS,7-2001,Greenville GS,Greenville
HARWELL,12th Cir. CPNJ,7-2001,12th Cir. CPNJ,na
HAYES,Spartanburg GS,7-2001,Spartanburg GS,Spartanburg
JOHNSON,Anderson GS,7-2001,Anderson GS,Anderson
KEESLEY,Edgefield CP,7-2001,Edgefield CP,Edgefield
KINARD,Dillon GS,7-2001,Dillon GS,Dillon
KING,Union GS,7-2001,Union GS,Union
KITTREDGE,Anderson CP,7-2001,Anderson CP,Anderson
LEE,Richland CP,7-2001,Richland CP,Richland
LOCKEMY,Richland CP,7-2001,Richland CP,Richland
MACAULAY,Richland GS,7-2001,Richland GS,Richland
MANNING,"Florence CP 12,13,15,16 + X 14",7-2001,"Florence CP 12,13,15,16 ",Florence
MARTIN,Beaufort CP,7-2001,Beaufort CP,Beaufort
MCKELLAR,Sumter CP,7-2001,Sumter CP,Sumter
MILLING,Horry GS,7-2001,Horry GS,Horry
NEWMAN,9th Cir. CPNJ,7-2001,9th Cir. CPNJ,na
NICHOLSON,Lexington CP,7-2001,Lexington CP,Lexington
PATTERSON,na,7-2001,na,na
PEEPLES,Bamberg CP,7-2001,Bamberg CP,Bamberg
PIEPER,Charleston CP,7-2001,Charleston CP,Charleston
RAWL,14th Cir. CPNJ/PCR,7-2001,14th Cir. CPNJ/PCR,na
SAUNDERS,13th Cir. CPNJ,7-2001,13th Cir. CPNJ,na
SHORT,York CP,7-2001,York CP,York
THOMAS,Berkeley CP,7-2001,Berkeley CP,Berkeley
WATSON,Abbeville GS,7-2001,Abbeville GS,Abbeville
WESTBROOK,Richland GS,7-2001,Richland GS,Richland
WILLIAMS,Lee GS,7-2001,Lee GS,Lee
BROWN,Orangeburg GS,7-2001,Orangeburg GS,Orangeburg
COTTINGHAM,Marlboro GS,7-2001,Marlboro GS,Marlboro
HUGHSTON,Charleston CP,7-2001,Charleston CP,Charleston
PYLE,Greenville CP,7-2001,Greenville CP,Greenville
GIER,na,7-2001,na,na
SIMMONS,na,7-2001,na,na
YOUNG,Charleston CPNJ 16,7-2001,Charleston CPNJ 16,Charleston
SMOAK,Berkeley CP,7-2001,Berkeley CP,Berkeley
WATTS,na,7-2001,na,na
ALFORD,in chambers,8-2001,in chambers,na
BARBER,in chambers + Aiken GS 22,8-2001,in chambers ,na
BAXLEY,in chambers,8-2001,in chambers,na
BEATTY,in chambers,8-2001,in chambers,na
BREEDEN,in chambers + 15th Cir. CPNJ/PCR 21 + Horry GS 23,8-2001,in chambers ,na
BROGDON,in chambers + 13th Cir. CPNJ CC 20 + 15th Cir. CPNJ 20 + Horry GS 21,8-2001,in chambers ,na
BUCKNER,in chambers,8-2001,in chambers,na
BURCH,in chambers,8-2001,in chambers,na
CLARY,8th Cir. CPNJ,8-2001,8th Cir. CPNJ,na
COLE,in chambers + Cherokee GS 22,8-2001,in chambers ,na
COOPER GT,X,8-2001,X,na
COOPER TW,in chambers + 3rd Cir. CPNJ 22 ,8-2001,in chambers ,na
DENNIS,15th Cir. CPNJ,8-2001,15th Cir. CPNJ,na
FEW,in chambers + 13th Cir. CPNJ 22,8-2001,in chambers ,na
FLOYD H,in chambers,8-2001,in chambers,na
FLOYD S,in chambers,8-2001,in chambers,na
GOODE,in chambers,8-2001,in chambers,na
GOODSTEIN,"in chambers + 1st Cir. CPNJ 22 + 14th Cir. CPNJ 22,23",8-2001,in chambers ,na
GREGORY,in chambers + 14th Cir. CPNJ 20,8-2001,in chambers ,na
HALL,in chambers,8-2001,in chambers,na
HARWELL,in chambers,8-2001,in chambers,na
HAYES,in chambers + York GS 23,8-2001,in chambers ,na
JOHNSON,in chambers,8-2001,in chambers,na
KEESLEY,"in chambers + 11th Cir. CPNJ 22 + XX 19,20",8-2001,in chambers ,na
KINARD,in chambers + 4th Cir. CPNJ 20,8-2001,in chambers ,na
KING,in chambers + 3rd Cir. CPNJ 21 + Beaufort GS 20,8-2001,in chambers ,na
KITTREDGE,in chambers,8-2001,in chambers,na
LEE,in chambers,8-2001,in chambers,na
LOCKEMY,in chambers + 15th Cir. CPNJ/PCR 20,8-2001,in chambers ,na
MACAULAY,in chambers,8-2001,in chambers,na
MANNING,in chambers + 15th Cir. CPNJ 20 + X 23,8-2001,in chambers ,na
MARTIN,in chambers,8-2001,in chambers,na
MCKELLAR,in chambers,8-2001,in chambers,na
MILLING,in chambers + 15th Cir. CPNJ 21,8-2001,in chambers ,na
NEWMAN,in chambers,8-2001,in chambers,na
NICHOLSON,"in chambers 19,23 + X 20,21,22",8-2001,"in chambers 19,23 ",na
PATTERSON,in chambers,8-2001,in chambers,na
PEEPLES,in chambers,8-2001,in chambers,na
PIEPER,in chambers,8-2001,in chambers,na
RAWL,in chambers + 9th Cir. CPNJ 20,8-2001,in chambers ,na
SAUNDERS,in chambers,8-2001,in chambers,na
SHORT,in chambers,8-2001,in chambers,na
THOMAS,in chambers + Horry GS 20,8-2001,in chambers ,na
WATSON,in chambers,8-2001,in chambers,na
WESTBROOK,in chambers,8-2001,in chambers,na
WILLIAMS,in chambers + 15th Cir. CPNJ 23,8-2001,in chambers ,na
BROWN,na,8-2001,na,na
COTTINGHAM,na,8-2001,na,na
HUGHSTON,Fairfield CPNJ,8-2001,Fairfield CPNJ,Fairfield
PYLE,na,8-2001,na,na
GIER,York CPNJ 22,8-2001,York CPNJ 22,York
SIMMONS,na,8-2001,na,na
YOUNG,Charleston CPNJ 23,8-2001,Charleston CPNJ 23,Charleston
SMOAK,na,8-2001,na,na
WATTS,na,8-2001,na,na
ALFORD,Lancaster GS,9-2001,Lancaster GS,Lancaster
BARBER,Richland CP,9-2001,Richland CP,Richland
BAXLEY,Georgetown GS,9-2001,Georgetown GS,Georgetown
BEATTY,Spartanburg GS,9-2001,Spartanburg GS,Spartanburg
BREEDEN,Richland GS,9-2001,Richland GS,Richland
BROGDON,Horry CP,9-2001,Horry CP,Horry
BUCKNER,Orangeburg CP,9-2001,Orangeburg CP,Orangeburg
BURCH,12th Cir. CPNJ,9-2001,12th Cir. CPNJ,na
CLARY,Newberry GS,9-2001,Newberry GS,Newberry
COLE,Cherokee GS,9-2001,Cherokee GS,Cherokee
COOPER GT,Greenville CP,9-2001,Greenville CP,Greenville
COOPER TW,Richland GS + Orangeburg GS CC 2,9-2001,Richland GS ,Richland
DENNIS,Calhoun GS,9-2001,Calhoun GS,Calhoun
FEW,Pickens GS,9-2001,Pickens GS,Pickens
FLOYD H,na,9-2001,na,na
FLOYD S,Darlington GS,9-2001,Darlington GS,Darlington
GOODE,Sumter CP,9-2001,Sumter CP,Sumter
GOODSTEIN,Beaufort CP,9-2001,Beaufort CP,Beaufort
GREGORY,Hampton GS,9-2001,Hampton GS,Hampton
HALL,13th Cir. CPNJ,9-2001,13th Cir. CPNJ,na
HARWELL,Florence CP,9-2001,Florence CP,Florence
HAYES,X,9-2001,X,na
JOHNSON,Anderson CP,9-2001,Anderson CP,Anderson
KEESLEY,Saluda CP,9-2001,Saluda CP,Saluda
KINARD,Marlboro CP,9-2001,Marlboro CP,Marlboro
KING,York GS,9-2001,York GS,York
KITTREDGE,"Anderson CP 26,27,28,1 + Cherokee GS 2 + 10th Cir. CPNJ/GS 2",9-2001,"Anderson CP 26,27,28,1 ",Anderson
LEE,Kershaw CP,9-2001,Kershaw CP,Kershaw
LOCKEMY,Charleston CP,9-2001,Charleston CP,Charleston
MACAULAY,5th Cir. CPNJ,9-2001,5th Cir. CPNJ,na
MANNING,Marion GS,9-2001,Marion GS,Marion
MARTIN,14th Cir. CPNJ,9-2001,14th Cir. CPNJ,na
MCKELLAR,Lee CP,9-2001,Lee CP,Lee
MILLING,Horry CP,9-2001,Horry CP,Horry
NEWMAN,Charleston GS,9-2001,Charleston GS,Charleston
NICHOLSON,McCormick GS,9-2001,McCormick GS,McCormick
PATTERSON,na,9-2001,na,na
PEEPLES,Barnwell CP,9-2001,Barnwell CP,Barnwell
PIEPER,Charleston CP,9-2001,Charleston CP,Charleston
RAWL,Jasper CP,9-2001,Jasper CP,Jasper
SAUNDERS,13th Cir. CPNJ/PCR,9-2001,13th Cir. CPNJ/PCR,na
SHORT,York GS,9-2001,York GS,York
THOMAS,Berkeley GS,9-2001,Berkeley GS,Berkeley
WATSON,13th Cir. CPNJ,9-2001,13th Cir. CPNJ,na
WESTBROOK,Richland CP,9-2001,Richland CP,Richland
WILLIAMS,Sumter GS,9-2001,Sumter GS,Sumter
BROWN,Charleston GS,9-2001,Charleston GS,Charleston
COTTINGHAM,na,9-2001,na,na
HUGHSTON,Greenwood GS + 8th Cir. CPNJ CC 26,9-2001,Greenwood GS ,Greenwood
PYLE,na,9-2001,na,na
GIER,na,9-2001,na,na
SIMMONS,Greenville GS 2,9-2001,Greenville GS 2,Greenville
YOUNG,Charleston CPNJ 2,9-2001,Charleston CPNJ 2,Charleston
SMOAK,9th Cir. CPNJ + Charleston GS CC 2,9-2001,9th Cir. CPNJ ,na
WATTS,"Dorchester CPNJ 27,28,1",9-2001,"Dorchester CPNJ 27,28,1",Dorchester
COOPER TW,5th Cir. CPNJ + Orangeburg GS CC 9,6-2001, Orangeburg GS CC 9,Orangeburg
KEESLEY,"11th Cir. CPNJ 7,8,9 + XX 5,6",6-2001," XX 5,6",na
MARTIN,na,6-2001,na,na
COTTINGHAM,na,6-2001,na,na
SIMMONS,na,6-2001,na,na
YOUNG,na,6-2001,na,na
SMOAK,na,6-2001,na,na
WATTS,na,6-2001,na,na
MANNING,"Florence CP 12,13,15,16 + X 14",7-2001, X 14,na
PATTERSON,na,7-2001,na,na
GIER,na,7-2001,na,na
SIMMONS,na,7-2001,na,na
WATTS,na,7-2001,na,na
BARBER,in chambers + Aiken GS 22,8-2001, Aiken GS 22,Aiken
BREEDEN,in chambers + 15th Cir. CPNJ/PCR 21 + Horry GS 23,8-2001, 15th Cir. CPNJ/PCR 21 ,na
BROGDON,in chambers + 13th Cir. CPNJ CC 20 + 15th Cir. CPNJ 20 + Horry GS 21,8-2001, 13th Cir. CPNJ CC 20 ,na
COLE,in chambers + Cherokee GS 22,8-2001, Cherokee GS 22,Cherokee
COOPER TW,in chambers + 3rd Cir. CPNJ 22 ,8-2001, 3rd Cir. CPNJ 22 ,na
FEW,in chambers + 13th Cir. CPNJ 22,8-2001, 13th Cir. CPNJ 22,na
GOODSTEIN,"in chambers + 1st Cir. CPNJ 22 + 14th Cir. CPNJ 22,23",8-2001, 1st Cir. CPNJ 22 ,na
GREGORY,in chambers + 14th Cir. CPNJ 20,8-2001, 14th Cir. CPNJ 20,na
HAYES,in chambers + York GS 23,8-2001, York GS 23,York
KEESLEY,"in chambers + 11th Cir. CPNJ 22 + XX 19,20",8-2001, 11th Cir. CPNJ 22 ,na
KINARD,in chambers + 4th Cir. CPNJ 20,8-2001, 4th Cir. CPNJ 20,na
KING,in chambers + 3rd Cir. CPNJ 21 + Beaufort GS 20,8-2001, 3rd Cir. CPNJ 21 ,na
LOCKEMY,in chambers + 15th Cir. CPNJ/PCR 20,8-2001, 15th Cir. CPNJ/PCR 20,na
MANNING,in chambers + 15th Cir. CPNJ 20 + X 23,8-2001, 15th Cir. CPNJ 20 ,na
MILLING,in chambers + 15th Cir. CPNJ 21,8-2001, 15th Cir. CPNJ 21,na
NICHOLSON,"in chambers 19,23 + X 20,21,22",8-2001," X 20,21,22",na
RAWL,in chambers + 9th Cir. CPNJ 20,8-2001, 9th Cir. CPNJ 20,na
THOMAS,in chambers + Horry GS 20,8-2001, Horry GS 20,Horry
WILLIAMS,in chambers + 15th Cir. CPNJ 23,8-2001, 15th Cir. CPNJ 23,na
BROWN,na,8-2001,na,na
COTTINGHAM,na,8-2001,na,na
PYLE,na,8-2001,na,na
SIMMONS,na,8-2001,na,na
SMOAK,na,8-2001,na,na
WATTS,na,8-2001,na,na
COOPER TW,Richland GS + Orangeburg GS CC 2,9-2001, Orangeburg GS CC 2,Orangeburg
FLOYD H,na,9-2001,na,na
KITTREDGE,"Anderson CP 26,27,28,1 + Cherokee GS 2 + 10th Cir. CPNJ/GS 2",9-2001, Cherokee GS 2 ,Cherokee
PATTERSON,na,9-2001,na,na
COTTINGHAM,na,9-2001,na,na
HUGHSTON,Greenwood GS + 8th Cir. CPNJ CC 26,9-2001, 8th Cir. CPNJ CC 26,na
PYLE,na,9-2001,na,na
GIER,na,9-2001,na,na
SMOAK,9th Cir. CPNJ + Charleston GS CC 2,9-2001, Charleston GS CC 2,Charleston
MARTIN,na,6-2001,na,na
COTTINGHAM,na,6-2001,na,na
SIMMONS,na,6-2001,na,na
YOUNG,na,6-2001,na,na
SMOAK,na,6-2001,na,na
WATTS,na,6-2001,na,na
PATTERSON,na,7-2001,na,na
GIER,na,7-2001,na,na
SIMMONS,na,7-2001,na,na
WATTS,na,7-2001,na,na
BREEDEN,in chambers + 15th Cir. CPNJ/PCR 21 + Horry GS 23,8-2001, Horry GS 23,Horry
BROGDON,in chambers + 13th Cir. CPNJ CC 20 + 15th Cir. CPNJ 20 + Horry GS 21,8-2001, 15th Cir. CPNJ 20 ,na
GOODSTEIN,"in chambers + 1st Cir. CPNJ 22 + 14th Cir. CPNJ 22,23",8-2001," 14th Cir. CPNJ 22,23",na
KEESLEY,"in chambers + 11th Cir. CPNJ 22 + XX 19,20",8-2001," XX 19,20",na
KING,in chambers + 3rd Cir. CPNJ 21 + Beaufort GS 20,8-2001, Beaufort GS 20,Beaufort
MANNING,in chambers + 15th Cir. CPNJ 20 + X 23,8-2001, X 23,na
BROWN,na,8-2001,na,na
COTTINGHAM,na,8-2001,na,na
PYLE,na,8-2001,na,na
SIMMONS,na,8-2001,na,na
SMOAK,na,8-2001,na,na
WATTS,na,8-2001,na,na
FLOYD H,na,9-2001,na,na
KITTREDGE,"Anderson CP 26,27,28,1 + Cherokee GS 2 + 10th Cir. CPNJ/GS 2",9-2001, 10th Cir. CPNJ/GS 2,na
PATTERSON,na,9-2001,na,na
COTTINGHAM,na,9-2001,na,na
PYLE,na,9-2001,na,na
GIER,na,9-2001,na,na
MARTIN,na,6-2001,na,na
COTTINGHAM,na,6-2001,na,na
SIMMONS,na,6-2001,na,na
YOUNG,na,6-2001,na,na
SMOAK,na,6-2001,na,na
WATTS,na,6-2001,na,na
PATTERSON,na,7-2001,na,na
GIER,na,7-2001,na,na
SIMMONS,na,7-2001,na,na
WATTS,na,7-2001,na,na
BROGDON,in chambers + 13th Cir. CPNJ CC 20 + 15th Cir. CPNJ 20 + Horry GS 21,8-2001, Horry GS 21,Horry
BROWN,na,8-2001,na,na
COTTINGHAM,na,8-2001,na,na
PYLE,na,8-2001,na,na
SIMMONS,na,8-2001,na,na
SMOAK,na,8-2001,na,na
WATTS,na,8-2001,na,na
FLOYD H,na,9-2001,na,na
PATTERSON,na,9-2001,na,na
COTTINGHAM,na,9-2001,na,na
PYLE,na,9-2001,na,na
GIER,na,9-2001,na,na
MARTIN,na,6-2001,na,na
COTTINGHAM,na,6-2001,na,na
SIMMONS,na,6-2001,na,na
YOUNG,na,6-2001,na,na
SMOAK,na,6-2001,na,na
WATTS,na,6-2001,na,na
PATTERSON,na,7-2001,na,na
GIER,na,7-2001,na,na
